"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","MI",16658,15666,0,992,,,866,0,,222,,0,,,9869602,,97,656072,596054,0,0,,,,,752365,549881,,0,10621967,0,537073,,,,,0,10621967,0
"2021-03-06","MI",16658,15666,57,992,,,866,0,,222,,0,,,9869602,,97,656072,596054,1692,0,,,,,752365,549881,,0,10621967,37232,537073,,,,,0,10621967,37232
"2021-03-05","MI",16601,15610,12,991,,,866,0,,222,,0,,,9833789,,97,654380,594765,1791,0,,,,,750946,541258,,0,10584735,46112,535084,,,,,0,10584735,46112
"2021-03-04","MI",16589,15600,39,989,,,890,0,,229,,0,,,9789502,,102,652589,593279,1827,0,,,,,749121,541258,,0,10538623,46486,532658,,,,,0,10538623,46486
"2021-03-03","MI",16550,15563,6,987,,,882,0,,234,,0,,,9744673,,100,650762,591753,1705,0,,,,,747464,541258,,0,10492137,36453,530799,,,,,0,10492137,36453
"2021-03-02","MI",16544,15558,25,986,,,959,0,,228,,0,,,9709698,,99,649057,590217,1642,0,,,,,745986,541258,,0,10455684,19406,529930,,,,,0,10455684,19406
"2021-03-01","MI",16519,15534,11,985,,,893,0,,226,,0,,,9691266,,103,647415,589150,1865,0,,,,,745012,541258,,0,10436278,48387,528838,,,,,0,10436278,48387
"2021-02-28","MI",16508,15522,0,986,,,841,0,,195,,0,,,9644816,,93,645550,587581,0,0,,,,,743075,541258,,0,10387891,0,527911,,,,,0,10387891,0
"2021-02-27","MI",16508,15522,70,986,,,841,0,,195,,0,,,9644816,,93,645550,587581,1425,0,,,,,743075,541258,,0,10387891,36981,527911,,,,,0,10387891,36981
"2021-02-26","MI",16438,15454,2,984,,,841,0,,195,,0,,,9609112,,93,644125,586425,1257,0,,,,,741798,529080,,0,10350910,41966,525927,,,,,0,10350910,41966
"2021-02-25","MI",16436,15453,47,983,,,821,0,,186,,0,,,9568418,,86,642868,585352,1598,0,,,,,740526,529080,,0,10308944,50160,524489,,,,,0,10308944,50160
"2021-02-24","MI",16389,15405,9,984,,,855,0,,200,,0,,,9519738,,86,641270,583964,1558,0,,,,,739046,529080,,0,10258784,41891,522406,,,,,0,10258784,41891
"2021-02-23","MI",16380,15396,37,984,,,891,0,,207,,0,,,9479256,,93,639712,582719,1784,0,,,,,737637,529080,,0,10216893,25490,519731,,,,,0,10216893,25490
"2021-02-22","MI",16343,15362,1,981,,,841,0,,225,,0,,,9454830,,93,637928,581403,1659,0,,,,,736573,529080,,0,10191403,46336,518209,,,,,0,10191403,46336
