"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","MN",6550,6276,4,274,25978,25978,224,2,5364,57,3058514,8218,,,,,,490011,465547,895,0,,,,,,476055,7111428,25369,7111428,25369,,451963,,,3524061,8998,,0
"2021-03-06","MN",6546,6272,12,274,25976,25976,224,38,5364,57,3050296,6988,,,,,,489116,464767,946,0,,,,,,475170,7086059,28026,7086059,28026,,448578,,,3515063,7786,,0
"2021-03-05","MN",6534,6261,13,273,25938,25938,224,42,5352,57,3043308,7310,,,,,,488170,463969,796,0,,,,,,474175,7058033,34207,7058033,34207,,444689,,,3507277,7978,,0
"2021-03-04","MN",6521,6248,14,273,25896,25896,229,33,5344,59,3035998,14444,,,,,,487374,463301,940,0,,,,,,473728,7023826,62827,7023826,62827,,441373,,,3499299,15254,,0
"2021-03-03","MN",6507,6235,17,272,25863,25863,243,37,5340,57,3021554,4521,,,,,,486434,462491,779,0,,,,,,473252,6960999,17007,6960999,17007,,435424,,,3484045,5154,,0
"2021-03-02","MN",6490,6219,4,271,25826,25826,243,99,5329,57,3017033,1836,,,,,,485655,461858,425,0,,,,,,472470,6943992,9255,6943992,9255,,432472,,,3478891,2167,,0
"2021-03-01","MN",6486,6215,3,271,25727,25727,230,8,5308,47,3015197,6494,,,,,,485230,461527,636,0,,,,,,471647,6934737,18160,6934737,18160,,431055,,,3476724,7018,,0
"2021-02-28","MN",6483,6212,8,271,25719,25719,263,5,5306,60,3008703,9667,,,,,,484594,461003,804,0,,,,,,470819,6916577,24903,6916577,24903,,429880,,,3469706,10325,,0
"2021-02-27","MN",6475,6204,13,271,25714,25714,263,31,5304,60,2999036,5472,,,,,,483790,460345,812,0,,,,,,469959,6891674,24763,6891674,24763,,425249,,,3459381,6167,,0
"2021-02-26","MN",6462,6191,12,271,25683,25683,263,58,5295,60,2993564,9310,,,,,,482978,459650,1147,0,,,,,,469149,6866911,35422,6866911,35422,,422499,,,3453214,10307,,0
"2021-02-25","MN",6450,6179,7,271,25625,25625,265,46,5287,50,2984254,11504,,,,,,481831,458653,986,0,,,,,,468498,6831489,45708,6831489,45708,,418488,,,3442907,12287,,0
"2021-02-24","MN",6443,6173,9,270,25579,25579,292,51,5284,59,2972750,4753,,,,,,480845,457870,754,0,,,,,,467969,6785781,6168,6785781,6168,,411600,,,3430620,5355,,0
"2021-02-23","MN",6434,6164,1,270,25528,25528,269,50,5276,54,2967997,2043,,,,,,480091,457268,500,0,,,,,,467147,6779613,8425,6779613,8425,,408372,,,3425265,2452,,0
"2021-02-22","MN",6433,6163,1,270,25478,25478,235,23,5264,48,2965954,5199,,,,,,479591,456859,555,0,,,,,,466311,6771188,16478,6771188,16478,,407525,,,3422813,5688,,0
"2021-02-21","MN",6432,6162,9,270,25455,25455,282,29,5258,59,2960755,10027,,,,,,479036,456370,879,0,,,,,,465382,6754710,25448,6754710,25448,,406336,,,3417125,10778,,0
"2021-02-20","MN",6423,6153,11,270,25426,25426,282,58,5249,59,2950728,7046,,,,,,478157,455619,870,0,,,,,,464504,6729262,28269,6729262,28269,,403179,,,3406347,7755,,0
