"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","VT",208,,0,,,,31,0,,1,320060,643,,,,,,16083,15635,119,0,,,,,,13384,,0,1124215,8748,,,,,335695,759,1124215,8748
"2021-03-06","VT",208,,1,,,,26,0,,2,319417,697,,,,,,15964,15519,145,0,,,,,,13305,,0,1115467,8171,,,,,334936,840,1115467,8171
"2021-03-05","VT",207,,0,,,,26,0,,4,318720,634,,,,,,15819,15376,133,0,,,,,,13145,,0,1107296,12441,,,,,334096,765,1107296,12441
"2021-03-04","VT",207,,0,,,,27,0,,5,318086,722,,,,,,15686,15245,199,0,,,,,,12990,,0,1094855,11657,,,,,333331,920,1094855,11657
"2021-03-03","VT",207,,1,,,,24,0,,5,317364,359,,,,,,15487,15047,115,0,,,,,,12842,,0,1083198,4358,,,,,332411,474,1083198,4358
"2021-03-02","VT",206,,1,,,,24,0,,7,317005,247,,,,,,15372,14932,88,0,,,,,,12759,,0,1078840,2581,,,,,331937,332,1078840,2581
"2021-03-01","VT",205,,1,,,,29,0,,8,316758,880,,,,,,15284,14847,86,0,,,,,,12626,,0,1076259,7960,,,,,331605,965,1076259,7960
"2021-02-28","VT",204,,0,,,,26,0,,8,315878,647,,,,,,15198,14762,100,0,,,,,,12532,,0,1068299,8593,,,,,330640,742,1068299,8593
"2021-02-27","VT",204,,0,,,,30,0,,4,315231,933,,,,,,15098,14667,135,0,,,,,,12436,,0,1059706,10501,,,,,329898,1066,1059706,10501
"2021-02-26","VT",204,,1,,,,25,0,,10,314298,942,,,,,,14963,14534,123,0,,,,,,12286,,0,1049205,15651,,,,,328832,1063,1049205,15651
"2021-02-25","VT",203,,2,,,,30,0,,11,313356,358,,,,,,14840,14413,72,0,,,,,,12135,,0,1033554,1603,,,,,327769,426,1033554,1603
"2021-02-24","VT",201,,2,,,,32,0,,10,312998,426,,,,,,14768,14345,77,0,,,,,,11998,,0,1031951,2902,,,,,327343,505,1031951,2902
