"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","MO",8161,,0,,,,955,0,,197,1878583,2950,127001,,4025535,,135,480643,480643,291,0,24926,83657,,,530741,,,0,4565866,10659,152126,906752,135759,366813,2359226,3241,4565866,10659
"2021-03-06","MO",8161,,3,,,,1001,0,,198,1875633,3308,126755,,4015210,,136,480352,480352,386,0,24832,83481,,,530416,,,0,4555207,14140,151786,900275,135520,364697,2355985,3694,4555207,14140
"2021-03-05","MO",8158,,8,,,,1019,0,,202,1872325,3724,126530,,4001529,,135,479966,479966,430,0,24695,83209,,,529982,,,0,4541067,16593,151424,892648,135245,362075,2352291,4154,4541067,16593
"2021-03-04","MO",8150,,2,,,,999,0,,213,1868601,3588,126213,,3985463,,136,479536,479536,467,0,24488,82909,,,529491,,,0,4524474,16298,150900,878145,134839,359455,2348137,4055,4524474,16298
"2021-03-03","MO",8148,,216,,,,989,0,,213,1865013,2872,125869,,3969719,,146,479069,479069,387,0,24339,82577,,,528968,,,0,4508176,10271,150407,867554,134485,356212,2344082,3259,4508176,10271
"2021-03-02","MO",7932,,13,,,,1025,0,,213,1862141,2453,125543,,3959906,,141,478682,478682,266,0,24161,82225,,,528521,,,0,4497905,7904,149903,856635,134119,353410,2340823,2719,4497905,7904
"2021-03-01","MO",7919,,0,,,,1066,0,,212,1859688,2242,125380,,3952312,,125,478416,478416,192,0,24094,81976,,,528222,,,0,4490001,7708,149673,850813,133962,351383,2338104,2434,4490001,7708
"2021-02-28","MO",7919,,-1,,,,1172,0,,229,1857446,2656,125310,,3944835,,136,478224,478224,274,0,24065,81826,,,528004,,,0,4482293,9471,149574,849069,133890,350335,2335670,2930,4482293,9471
"2021-02-27","MO",7920,,7,,,,1209,0,,238,1854790,3065,125105,,3935700,,150,477950,477950,478,0,23974,81593,,,527680,,,0,4472822,13647,149277,845921,133672,348751,2332740,3543,4472822,13647
"2021-02-26","MO",7913,,11,,,,1214,0,,238,1851725,2989,124847,,3922618,,156,477472,477472,394,0,23724,81328,,,527137,,,0,4459175,13834,148769,838441,133288,346514,2329197,3383,4459175,13834
"2021-02-25","MO",7902,,8,,,,1202,0,,257,1848736,5522,124589,,3909261,,163,477078,477078,727,0,23586,81030,,,526690,,,0,4445341,22411,148373,830943,133005,343700,2325814,6249,4445341,22411
"2021-02-24","MO",7894,,9,,,,1182,0,,244,1843214,2857,124325,,3887769,,161,476351,476351,560,0,23441,80711,,,525813,,,0,4422930,11920,147964,820678,132696,340085,2319565,3417,4422930,11920
"2021-02-23","MO",7885,,170,,,,1127,0,,234,1840357,1967,124083,,3876520,,160,475791,475791,443,0,23294,79878,,,525159,,,0,4411010,7175,147575,807157,132416,335183,2316148,2410,4411010,7175
"2021-02-22","MO",7715,,0,,,,1206,0,,244,1838390,2205,123745,,3869864,,165,475348,475348,351,0,23152,79401,,,524655,,,0,4403835,7950,147095,800188,132074,332567,2313738,2556,4403835,7950
"2021-02-21","MO",7715,,0,,,,1234,0,,257,1836185,2645,123655,,3862361,,178,474997,474997,410,0,23094,79192,,,524228,,,0,4395885,10912,146947,798081,131973,331418,2311182,3055,4395885,10912
"2021-02-20","MO",7715,,6,,,,1257,0,,275,1833540,2609,123456,,3851925,,190,474587,474587,566,0,22986,78958,,,523776,,,0,4384973,11952,146636,792819,131756,329108,2308127,3175,4384973,11952
"2021-02-19","MO",7709,,14,,,,1254,0,,287,1830931,2762,123204,,3840620,,194,474021,474021,562,0,22891,78578,,,523163,,,0,4373021,13181,146288,780811,131494,326217,2304952,3324,4373021,13181
"2021-02-18","MO",7695,,225,,,,1281,0,,287,1828169,2408,122989,,3828077,,194,473459,473459,718,0,22732,78226,,,522543,,,0,4359840,9448,145914,773177,131222,323969,2301628,3126,4359840,9448
"2021-02-17","MO",7470,,12,,,,1279,0,,286,1825761,1901,122836,,3819449,,201,472741,472741,598,0,22615,77843,,,521735,,,0,4350392,7086,145644,763354,131050,321162,2298502,2499,4350392,7086
"2021-02-16","MO",7458,,3,,,,1309,0,,296,1823860,1378,122633,,3813037,,197,472143,472143,481,0,22446,77551,,,521072,,,0,4343306,5297,145269,757763,130776,319507,2296003,1859,4343306,5297
"2021-02-15","MO",7455,,0,,,,1402,0,,297,1822482,2039,122320,,3808290,,195,471662,471662,421,0,22321,77279,,,520528,,,0,4338009,6266,144829,754799,130451,318268,2294144,2460,4338009,6266
"2021-02-14","MO",7455,,2,,,,1438,0,,305,1820443,2829,122257,,3802479,,207,471241,471241,489,0,22266,77161,,,520075,,,0,4331743,10569,144711,753372,130372,317603,2291684,3318,4331743,10569
"2021-02-13","MO",7453,,11,,,,1490,0,,327,1817614,2745,122126,,3792467,,211,470752,470752,645,0,22193,76962,,,519546,,,0,4321174,10112,144507,748734,130204,315781,2288366,3390,4321174,10112
"2021-02-12","MO",7442,,11,,,,1466,0,,328,1814869,3684,121792,,3783070,,208,470107,470107,884,0,22059,76741,,,518852,,,0,4311062,16417,144038,738701,129834,313694,2284976,4568,4311062,16417
"2021-02-11","MO",7431,,270,,,,1488,0,,319,1811185,4089,121516,,3767653,,200,469223,469223,1034,0,21906,76365,,,517881,,,0,4294645,18087,143609,731148,129496,311278,2280408,5123,4294645,18087
"2021-02-10","MO",7161,,12,,,,1502,0,,323,1807096,3334,121183,,3750732,,199,468189,468189,876,0,21734,75894,,,516745,,,0,4276558,11473,143104,720611,129124,308002,2275285,4210,4276558,11473
"2021-02-09","MO",7149,,6,,,,1538,0,,327,1803762,2182,120614,,3740205,,188,467313,467313,649,0,21568,75308,,,515809,,,0,4265085,8247,142369,708780,128583,303767,2271075,2831,4265085,8247
"2021-02-08","MO",7143,,0,,,,1587,0,,329,1801580,2428,120183,,3732692,,194,466664,466664,447,0,21420,74997,,,515102,,,0,4256838,7307,141790,703232,128151,301641,2268244,2875,4256838,7307
"2021-02-07","MO",7143,,1,,,,1637,0,,348,1799152,3234,120119,,3725886,,210,466217,466217,769,0,21351,74876,,,514614,,,0,4249531,11676,141657,701782,128051,300966,2265369,4003,4249531,11676
"2021-02-06","MO",7142,,12,,,,1666,0,,353,1795918,3606,119875,,3715054,,220,465448,465448,1004,0,21197,74535,,,513798,,,0,4237855,14508,141259,697891,127745,298947,2261366,4610,4237855,14508
"2021-02-05","MO",7130,,13,,,,1682,0,,364,1792312,4803,118958,,3701664,,224,464444,464444,1325,0,20915,73638,,,512724,,,0,4223347,20146,140060,685880,126852,294156,2256756,6128,4223347,20146
"2021-02-04","MO",7117,,19,,,,1675,0,,381,1787509,3690,118416,,3682943,,229,463119,463119,1399,0,20662,72867,,,511341,,,0,4203201,17560,139265,676537,126251,289886,2250628,5089,4203201,17560
"2021-02-03","MO",7098,,10,,,,1680,0,,386,1783819,3747,118118,,3666943,,232,461720,461720,1233,0,20444,72355,,,509816,,,0,4185641,12358,138749,662502,125831,286721,2245539,4980,4185641,12358
"2021-02-02","MO",7088,,340,,,,1746,0,,398,1780072,2022,117699,,3655928,,236,460487,460487,890,0,20281,71453,,,508482,,,0,4173283,7771,138167,648239,125388,282015,2240559,2912,4173283,7771
"2021-02-01","MO",6748,,0,,,,1778,0,,401,1778050,2661,116694,,3649122,,244,459597,459597,778,0,20061,70855,,,507534,,,0,4165512,8720,136941,640880,124439,278896,2237647,3439,4165512,8720
"2021-01-31","MO",6748,,0,,,,1908,0,,427,1775389,3757,116579,,3641261,,273,458819,458819,1040,0,19994,70617,,,506692,,,0,4156792,13317,136758,638827,124288,277822,2234208,4797,4156792,13317
"2021-01-30","MO",6748,,9,,,,1908,0,,427,1771632,3537,116398,,3629100,,273,457779,457779,1249,0,19889,70177,,,505565,,,0,4143475,14487,136472,633450,124066,275570,2229411,4786,4143475,14487
"2021-01-29","MO",6739,,14,,,,1908,0,,427,1768095,6879,116092,,3616485,,273,456530,456530,1957,0,19673,69638,,,504220,,,0,4128988,22159,135949,616786,123679,272716,2224625,8836,4128988,22159
"2021-01-28","MO",6725,,16,,,,1908,0,,427,1761216,4687,115325,,3596440,,273,454573,454573,1636,0,19379,69051,,,502139,,,0,4106829,20683,134890,606339,122850,268802,2215789,6323,4106829,20683
"2021-01-27","MO",6709,,23,,,,1900,0,,444,1756529,3997,114336,,3577622,,287,452937,452937,1444,0,19105,68189,,,500337,,,0,4086146,14885,133627,595892,121846,264211,2209466,5441,4086146,14885
"2021-01-26","MO",6686,,133,,,,1953,0,,443,1752532,2567,113874,,3564302,,288,451493,451493,1079,0,18879,67033,,,498809,,,0,4071261,10826,132940,583703,121345,258191,2204025,3646,4071261,10826
"2021-01-25","MO",6553,,5,,,,2067,0,,462,1749965,2431,113704,,3554582,,284,450414,450414,879,0,18767,66461,,,497694,,,0,4060435,9047,132661,577076,121134,255918,2200379,3310,4060435,9047
"2021-01-24","MO",6548,,7,,,,2158,0,,495,1747534,5735,113605,,3546433,,301,449535,449535,2137,0,18636,66185,,,496737,,,0,4051388,19830,132456,574753,121001,254584,2197069,7872,4051388,19830
"2021-01-23","MO",6541,,14,,,,2264,0,,520,1741799,4116,112896,,3529052,,309,447398,447398,1777,0,18337,65451,,,494281,,,0,4031558,18527,131452,565976,120199,250700,2189197,5893,4031558,18527
"2021-01-22","MO",6527,,42,,,,2328,0,,532,1737683,4290,112458,,3512558,,308,445621,445621,1783,0,18124,64685,,,492296,,,0,4013031,19591,130801,556227,119679,246883,2183304,6073,4013031,19591
"2021-01-21","MO",6485,,24,,,,2367,0,,509,1733393,4399,111066,,3494929,,284,443838,443838,2049,0,17725,63730,,,490367,,,0,3993440,20651,129010,543507,118300,242612,2177231,6448,3993440,20651
"2021-01-20","MO",6461,,198,,,,2397,0,,538,1728994,3237,110623,,3476604,,287,441789,441789,1592,0,17480,62694,,,488100,,,0,3972789,13702,128322,532197,117792,237668,2170783,4829,3972789,13702
"2021-01-19","MO",6263,,7,,,,2392,0,,551,1725757,2890,109261,,3464699,,299,440197,440197,1357,0,17195,61608,,,486335,,,0,3959087,11890,126674,521384,116513,232884,2165954,4247,3959087,11890
"2021-01-18","MO",6256,,2,,,,2509,0,,585,1722867,3869,109062,,3454314,,312,438840,438840,1291,0,17043,61145,,,484853,,,0,3947197,13741,126323,517503,116227,231402,2161707,5160,3947197,13741
"2021-01-17","MO",6254,,1,,,,2522,0,,593,1718998,3275,107580,,3442020,,319,437549,437549,1350,0,16859,60555,,,483427,,,0,3933456,12711,124657,513057,114791,228851,2156547,4625,3933456,12711
"2021-01-16","MO",6253,,24,,,,2597,0,,576,1715723,4613,107080,,3430814,,321,436199,436199,2011,0,16625,58343,,,481959,,,0,3920745,17629,123923,498569,114221,219122,2151922,6624,3920745,17629
"2021-01-15","MO",6229,,28,,,,2611,0,,592,1711110,4543,106618,,3415431,,334,434188,434188,2231,0,16367,57599,,,479752,,,0,3903116,21019,123203,489920,113657,216208,2145298,6774,3903116,21019
"2021-01-14","MO",6201,,30,,,,2614,0,,588,1706567,4738,106287,,3396908,,332,431957,431957,2780,0,16113,56849,,,477311,,,0,3882097,23074,122638,480010,113252,213236,2138524,7518,3882097,23074
