"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"NH",20210307,1036,87,1025,39457,2066,0,394,4157,44065,4157,28639,76861,1,12,13,30,1150,4,30,2,0,12,1110,1184,,40,38,99,968,64,99,,,25,865,1131,,,,,,,,,,,,
"NH",20210303,1020,86,1008,38539,2048,0,380,4118,43081,4118,28791,75990,1,8,12,23,922,230,23,2,0,10,889,1175,,40,38,97,948,78,97,,,23,847,1123,,,,,,,,,,,,
"NH",20210228,1014,86,1000,38068,2043,0,375,4092,42586,4092,28746,75424,1,8,12,23,917,230,23,2,0,10,884,1170,,40,38,97,943,78,97,,,23,842,1118,,,,,,,,,,,,
"NH",20210224,984,81,985,37249,2026,0,363,4035,41688,4035,28535,74258,1,8,12,23,905,229,23,2,0,10,872,1157,,39,38,96,928,77,96,,,23,828,1101,,,,,,,,,,,,
"NH",20210221,961,81,973,36618,2019,0,357,4001,41009,4001,28403,73413,1,8,12,23,903,228,23,2,0,10,870,1154,,38,38,96,920,77,96,,,22,822,1093,,,,,,,,,,,,
"NH",20210217,938,79,957,35740,1991,0,344,3965,40049,3965,27951,71965,1,8,12,23,900,225,23,1,0,10,868,1148,,37,38,94,913,76,94,,,22,816,1083,,,,,,,,,,,,
"NH",20210214,923,78,938,35050,1950,0,336,3923,39275,3923,27587,70785,1,8,12,23,895,215,23,1,0,10,863,1133,,37,38,94,908,73,94,,,22,811,1075,,,,,,,,,,,,
"NH",20210210,903,77,921,34048,1914,0,328,3854,38191,3854,27202,69247,1,8,12,23,882,211,23,1,0,9,851,1116,,36,38,94,900,71,94,,,21,805,1065,,,,,,,,,,,,
"NH",20210207,887,77,920,33344,1902,0,319,3812,37449,3812,27118,68379,1,7,12,22,875,207,22,1,0,9,845,1104,,35,38,94,892,70,94,,,19,800,1056,,,,,,,,,,,,
"NH",20210203,875,73,895,32364,1874,0,305,3759,36386,3759,26576,66721,1,7,12,22,852,202,22,1,0,7,824,1076,,35,38,94,878,70,94,,,19,786,1042,,,,,,,,,,,,
"NH",20210131,854,74,881,31687,1856,0,300,3718,35652,3718,26325,65695,1,7,12,21,839,197,21,1,0,7,811,1057,,35,38,93,873,71,93,,,19,781,1037,,,,,,,,,,,,
"NH",20210127,822,74,863,30632,1784,0,294,3674,34469,3674,25420,63563,1,7,12,20,799,187,20,0,0,4,775,1006,,35,38,97,851,66,97,,,19,759,1014,,,,,,,,,,,,
"NH",20210124,806,72,852,29919,1760,0,286,3692,33695,3692,24950,62337,1,7,12,20,790,177,20,0,0,4,766,987,,35,38,97,838,65,97,,,19,746,1000,,,,,,,,,,,,
"NH",20210120,765,63,824,28427,1679,0,272,3716,32030,3716,23691,59437,1,7,12,20,764,166,20,0,0,4,740,950,,35,38,95,817,64,95,,,19,725,976,,,,,,,,,,,,
"NH",20210117,726,60,800,26600,1547,0,254,3690,29987,3690,23187,56864,1,6,12,23,743,167,23,0,0,4,720,933,,35,38,92,802,63,92,,,19,710,957,,,,,,,,,,,,
"NH",20210113,707,59,790,25696,1528,0,248,3643,29028,3643,21454,54125,1,6,12,24,711,150,24,0,0,3,689,885,,35,38,93,786,63,93,,,17,696,942,,,,,,,,,,,,
"NH",20210110,682,54,769,24594,1429,0,242,3471,27770,3471,20359,51600,1,6,12,22,702,145,22,0,0,3,680,869,,34,38,90,770,70,90,,,15,683,930,,,,,,,,,,,,
"NH",20210106,647,50,741,23356,1303,0,230,3258,26327,3258,19253,48838,0,6,12,20,664,132,20,0,0,3,643,816,,34,38,88,769,62,88,,,15,682,919,,,,,,,,,,,,
"NH",20210103,628,48,1205,22255,1205,0,215,3029,25072,3029,18349,46450,0,6,10,19,643,118,19,0,0,3,624,780,1,34,37,86,765,62,86,5,0,9,679,913,,,,,,,,,,,,
"NH",20201230,600,43,699,20851,1062,0,205,2687,23460,2687,17095,43242,0,5,10,19,610,112,19,0,0,2,593,741,1,34,36,86,754,61,86,5,0,8,670,901,,,,,,,,,,,,
"NH",20201227,575,40,668,19710,965,0,190,2465,22148,2465,16196,40809,0,5,10,19,589,100,19,0,0,1,573,708,1,34,36,86,750,59,86,5,0,8,666,895,,,,,,,,,,,,
"NH",20201223,548,36,641,18744,870,0,179,2217,21018,2217,15277,38512,0,4,10,19,565,93,19,0,0,1,550,677,1,34,35,86,747,59,86,4,0,8,665,892,,,,,,,,,,,,
"NH",20201220,519,31,620,17780,810,0,168,2146,19928,2146,14468,36542,0,4,9,19,553,84,19,0,0,1,539,656,1,34,35,86,744,59,86,4,0,8,662,889,,,,,,,,,,,,
"NH",20201216,486,29,585,16490,651,11,158,2019,18410,2019,13004,33433,0,4,9,18,534,73,18,0,0,1,520,625,1,32,35,85,726,59,85,4,0,7,647,870,,,,,,,,,,,,
"NH",20201213,454,29,568,15410,543,11,152,1923,17167,1923,11866,30956,0,4,9,17,517,69,17,0,0,1,503,603,1,32,35,85,717,59,85,4,0,7,638,861,,,,,,,,,,,,
"NH",20201209,430,29,535,14046,376,11,139,1802,15566,1802,10224,27592,0,4,9,16,497,57,16,0,0,1,483,570,1,32,34,85,709,57,85,4,0,7,631,851,,,,,,,,,,,,
"NH",20201206,415,28,513,12904,340,9,136,1737,14345,1737,8689,24771,0,4,9,16,494,54,16,0,0,1,480,564,1,31,34,85,707,57,85,4,0,7,630,849,,,,,,,,,,,,
"NH",20201202,393,25,494,11936,276,8,130,1631,13262,1631,7439,22332,0,4,9,16,478,43,16,0,0,1,464,537,1,31,34,84,701,57,84,4,0,7,624,842,,,,,,,,,,,,
"NH",20201129,388,24,483,11265,261,7,126,1596,12554,1596,6330,20480,0,4,9,16,472,38,16,0,0,1,458,526,1,31,34,83,700,56,83,4,0,7,623,839,,,,,,,,,,,,
"NH",20201125,380,23,470,10496,220,7,125,1544,11721,1544,5511,18776,0,4,9,16,464,34,16,0,0,1,450,514,1,30,34,83,694,56,83,4,0,7,618,833,,,,,,,,,,,,
"NH",20201122,373,15,462,10016,221,6,116,1509,11209,1509,4880,17598,0,4,9,16,463,33,16,0,0,1,449,512,1,30,34,83,691,56,83,4,0,7,615,830,,,,,,,,,,,,
"NH",20201118,318,15,428,8098,170,6,116,1294,9151,1294,5304,15749,0,4,9,14,448,42,14,0,0,1,434,504,1,26,34,83,658,81,83,4,0,7,586,822,,,,,,,,,,,,
"NH",20201115,318,15,428,8098,170,6,116,1294,9151,1294,4226,14671,0,4,9,14,448,37,14,0,0,1,434,499,1,26,34,83,658,73,83,4,0,7,586,814,,,,,,,,,,,,
"NH",20201111,318,15,428,8098,170,6,116,1294,9151,1294,2703,13148,0,4,9,14,448,30,14,0,0,1,434,492,,26,34,83,658,59,83,,,7,586,800,,,,,,,,,,,,
"NH",20201108,318,15,428,8098,170,6,116,1294,9151,1294,2043,12488,0,4,9,14,448,27,14,0,0,1,434,489,,26,34,83,658,53,83,,,7,586,794,,,,,,,,,,,,
"NH",20201104,304,15,422,7643,159,6,110,1258,10305,1258,1646,11563,0,4,9,14,470,26,14,0,0,1,430,484,,26,34,85,702,51,85,,,7,580,787,,,,,,,,,,,,
