"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","WV",2325,1981,2,344,,,179,0,,40,,0,,,,,26,133445,106629,155,0,,,,,,125383,,0,2236551,6449,33011,,,,,0,2236551,6449
"2021-03-06","WV",2323,1979,5,344,,,196,0,,56,,0,,,,,27,133290,106513,326,0,,,,,,124983,,0,2230102,11614,32961,,,,,0,2230102,11614
"2021-03-05","WV",2318,1971,9,347,,,200,0,,55,,0,,,,,28,132964,106259,287,0,,,,,,124502,,0,2218488,10812,32864,,,,,0,2218488,10812
"2021-03-04","WV",2309,1962,0,347,,,193,0,,57,,0,,,,,22,132677,106040,261,0,,,,,,124050,,0,2207676,9422,32758,,,,,0,2207676,9422
"2021-03-03","WV",2309,1962,8,347,,,197,0,,60,,0,,,,,25,132416,105833,232,0,,,,,,123656,,0,2198254,8253,32689,,,,,0,2198254,8253
"2021-03-02","WV",2301,1955,1,346,,,210,0,,61,,0,,,,,28,132184,105593,136,0,,,,,,123191,,0,2190001,8074,32656,,,,,0,2190001,8074
"2021-03-01","WV",2300,1955,0,345,,,225,0,,59,,0,,,,,30,132048,105464,193,0,,,,,,122751,,0,2181927,4330,32608,,,,,0,2181927,4330
"2021-02-28","WV",2300,1955,3,345,,,239,0,,65,,0,,,,,34,131855,105325,275,0,,,,,,121797,,0,2177597,11017,32546,,,,,0,2177597,11017
"2021-02-27","WV",2297,1952,6,345,,,237,0,,65,,0,,,,,37,131580,105098,346,0,,,,,,121797,,0,2166580,8724,32481,,,,,0,2166580,8724
"2021-02-26","WV",2291,1945,1,346,,,267,0,,62,,0,,,,,33,131234,104827,421,0,,,,,,121143,,0,2157856,10668,32357,,,,,0,2157856,10668
"2021-02-25","WV",2290,1944,5,346,,,282,0,,74,,0,,,,,40,130813,104604,431,0,,,,,,120503,,0,2147188,11358,32291,,,,,0,2147188,11358
"2021-02-24","WV",2285,1941,11,344,,,292,0,,74,,0,,,,,40,130382,104276,243,0,,,,,,120030,,0,2135830,8563,31752,,,,,0,2135830,8563
"2021-02-23","WV",2274,1934,11,340,,,296,0,,78,,0,,,,,35,130139,104084,285,0,,,,,,119337,,0,2127267,8539,31754,,,,,0,2127267,8539
"2021-02-22","WV",2263,1926,2,337,,,294,0,,80,,0,,,,,33,129854,103888,238,0,,,,,,118796,,0,2118728,4595,31754,,,,,0,2118728,4595
"2021-02-21","WV",2261,1923,7,338,,,289,0,,75,,0,,,,,39,129616,103716,252,0,,,,,,118401,,0,2114133,6276,31754,,,,,0,2114133,6276
"2021-02-20","WV",2254,1919,6,335,,,292,0,,77,,0,,,,,42,129364,103525,309,0,,,,,,117974,,0,2107857,8648,31752,,,,,0,2107857,8648
"2021-02-19","WV",2248,1915,12,333,,,293,0,,68,,0,,,,,33,129055,103262,295,0,,,,,,117183,,0,2099209,9305,31873,,,,,0,2099209,9305
"2021-02-18","WV",2236,1909,11,327,,,301,0,,57,,0,,,,,25,128760,103057,355,0,,,,,,116436,,0,2089904,9865,31873,,,,,0,2089904,9865
"2021-02-17","WV",2225,1898,9,327,,,320,0,,74,,0,,,,,32,128405,102744,288,0,,,,,,115658,,0,2080039,8258,31951,,,,,0,2080039,8258
"2021-02-16","WV",2216,1889,4,327,,,321,0,,82,,0,,,,,39,128117,102524,228,0,,,,,,114932,,0,2071781,6812,31906,,,,,0,2071781,6812
"2021-02-15","WV",2212,1886,2,326,,,319,0,,80,,0,,,,,46,127889,102399,301,0,,,,,,113994,,0,2064969,5409,31867,,,,,0,2064969,5409
"2021-02-14","WV",2210,1884,9,326,,,327,0,,80,,0,,,,,43,127588,102192,306,0,,,,,,113555,,0,2059560,6514,31822,,,,,0,2059560,6514
"2021-02-13","WV",2201,1875,1,326,,,321,0,,77,,0,,,,,37,127282,101966,395,0,,,,,,112541,,0,2053046,10468,31742,,,,,0,2053046,10468
"2021-02-12","WV",2200,1873,13,327,,,348,0,,80,,0,,,,,39,126887,101628,467,0,,,,,,111584,,0,2042578,14165,31692,,,,,0,2042578,14165
"2021-02-11","WV",2187,1863,12,324,,,364,0,,82,,0,,,,,40,126420,101251,469,0,,,,,,110698,,0,2028413,12665,31492,,,,,0,2028413,12665
"2021-02-10","WV",2175,1857,25,318,,,362,0,,97,,0,,,,,47,125951,100878,429,0,,,,,,109700,,0,2015748,9150,31405,,,,,0,2015748,9150
"2021-02-09","WV",2150,1835,19,315,,,394,0,,109,,0,,,,,50,125522,100557,416,0,,,,,,108616,,0,2006598,8041,31346,,,,,0,2006598,8041
"2021-02-08","WV",2131,1822,2,309,,,375,0,,107,,0,,,,,52,125106,100235,398,0,,,,,,107418,,0,1998557,6978,31292,,,,,0,1998557,6978
"2021-02-07","WV",2129,1820,10,309,,,381,0,,115,,0,,,,,51,124708,99933,518,0,,,,,,106442,,0,1991579,9307,31206,,,,,0,1991579,9307
"2021-02-06","WV",2119,1812,19,307,,,378,0,,115,,0,,,,,56,124190,99515,549,0,,,,,,105185,,0,1982272,12854,31074,,,,,0,1982272,12854
"2021-02-05","WV",2100,1797,20,303,,,384,0,,116,,0,,,,,55,123641,99120,597,0,,,,,,103780,,0,1969418,14763,30912,,,,,0,1969418,14763
"2021-02-04","WV",2080,1783,22,297,,,396,0,,109,,0,,,,,52,123044,98631,574,0,,,,,,102495,,0,1954655,12042,30826,,,,,0,1954655,12042
"2021-02-03","WV",2058,1762,27,296,,,456,0,,129,,0,,,,,55,122470,98180,535,0,,,,,,101200,,0,1942613,8491,30695,,,,,0,1942613,8491
"2021-02-02","WV",2031,1737,3,294,,,465,0,,131,,0,,,,,57,121935,97797,510,0,,,,,,99857,,0,1934122,8816,30614,,,,,0,1934122,8816
"2021-02-01","WV",2028,1735,4,293,,,438,0,,118,,0,,,,,48,121425,97374,424,0,,,,,,98782,,0,1925306,5006,30598,,,,,0,1925306,5006
"2021-01-31","WV",2024,1730,9,294,,,456,0,,128,,0,,,,,61,121001,97076,661,0,,,,,,97782,,0,1920300,8642,30517,,,,,0,1920300,8642
"2021-01-30","WV",2015,1721,9,294,,,481,0,,132,,0,,,,,55,120340,96548,873,0,,,,,,96518,,0,1911658,13884,30456,,,,,0,1911658,13884
"2021-01-29","WV",2006,1705,23,301,,,519,0,,138,,0,,,,,60,119467,95813,905,0,,,,,,94891,,0,1897774,16289,30297,,,,,0,1897774,16289
"2021-01-28","WV",1983,1690,30,293,,,539,0,,140,,0,,,,,60,118562,95115,787,0,,,,,,93439,,0,1881485,15723,30113,,,,,0,1881485,15723
"2021-01-27","WV",1953,1667,25,286,,,550,0,,137,,0,,,,,63,117775,94512,797,0,,,,,,92251,,0,1865762,10098,30003,,,,,0,1865762,10098
"2021-01-26","WV",1928,1644,29,284,,,582,0,,152,,0,,,,,64,116978,93905,1139,0,,,,,,90875,,0,1855664,14553,29932,,,,,0,1855664,14553
"2021-01-25","WV",1899,1624,4,275,,,597,0,,151,,0,,,,,63,115839,93114,532,0,,,,,,89575,,0,1841111,4946,29826,,,,,0,1841111,4946
