"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"SD",20210307,1468,13518,2519,84776,1662,,,4145,103943,4145,5501,113589,265,16,7,23,1801,76,23,,,14,1499,1900,1305,72,134,170,6367,168,170,,,71,4785,6705,,,,,,,,,,,,
"SD",20210303,1463,13460,2505,84145,1653,,,4116,103226,4116,5491,112833,264,16,7,23,1795,75,23,,,14,1494,1893,1295,70,134,168,6317,169,168,,,70,4748,6654,,,,,,,,,,,,
"SD",20210228,1461,13429,2497,83802,1651,,,4099,102840,4099,5488,112427,264,16,7,23,1790,75,23,,,14,1489,1888,1294,70,133,166,6292,168,166,,,70,4725,6626,,,,,,,,,,,,
"SD",20210224,1455,13383,2491,83274,1645,,,4070,102248,4070,5490,111808,258,16,7,23,1767,74,23,,,14,1472,1864,1281,69,133,164,6239,167,164,,,70,4686,6570,,,,,,,,,,,,
"SD",20210221,1451,13341,2483,82878,1644,,,4057,101797,4057,5450,111304,258,16,7,23,1766,74,23,,,14,1471,1863,1274,69,131,163,6195,166,163,,,70,4651,6524,,,,,,,,,,,,
"SD",20210217,1442,13288,2465,82369,1636,,,4033,101200,4033,5452,110685,254,16,7,22,1748,74,22,,,14,1457,1844,1266,69,131,161,6136,169,161,,,68,4602,6466,,,,,,,,,,,,
"SD",20210214,1435,13271,2460,82062,1625,,,4024,100853,4024,5438,110315,254,16,7,22,1748,74,22,,,14,1457,1844,1264,69,131,161,6108,169,161,,,66,4578,6438,,,,,,,,,,,,
"SD",20210210,1427,13215,2443,81419,1622,,,4002,100126,4002,5452,109580,248,16,7,22,1719,74,22,,,14,1434,1815,1258,69,130,160,6067,170,160,,,65,4545,6397,,,,,,,,,,,,
"SD",20210207,1426,13185,2437,81112,1626,,,3996,99786,3996,5447,109229,247,16,7,22,1713,74,22,,,14,1429,1809,1252,69,131,160,6039,171,160,,,65,4522,6370,,,,,,,,,,,,
"SD",20210203,1423,13145,2426,80625,1617,,,3980,99236,3980,5423,108639,243,16,7,22,1685,75,22,,,14,1405,1782,1251,68,131,160,5990,171,160,,,65,4475,6321,,,,,,,,,,,,
"SD",20210131,1422,13124,2419,80302,1606,,,3971,98873,3971,5406,108250,242,16,7,22,1680,76,22,,,14,1401,1778,1246,68,130,160,5958,172,160,,,64,4450,6290,,,,,,,,,,,,
"SD",20210127,1339,13034,2305,78759,1752,,,3840,97189,3840,6579,107608,234,16,7,20,1629,90,20,,,13,1359,1739,1229,67,125,155,5858,229,155,,,65,4372,6242,,,,,,,,,,,,
"SD",20210124,1329,12950,2290,77660,1814,,,3770,96043,3770,7335,107148,230,16,7,20,1590,95,20,,,14,1323,1705,1209,67,123,152,5784,257,152,,,70,4315,6193,,,,,,,,,,,,
"SD",20210120,1301,12671,2211,74732,1975,,,3589,92890,3589,9584,106063,221,16,7,19,1538,110,19,,,16,1278,1667,1191,66,119,146,5645,318,146,,,78,4191,6109,,,,,,,,,,,,
"SD",20210117,1265,12550,2176,73046,2195,,,3486,91232,3486,10826,105544,215,16,7,18,1519,119,18,,,15,1266,1656,1170,66,116,145,5560,358,145,,,84,4124,6063,,,,,,,,,,,,
"SD",20210113,1244,12409,2124,71677,2243,,,3414,89697,3414,11084,104195,206,15,7,17,1470,117,17,,,15,1227,1604,1159,66,113,144,5468,366,144,,,81,4049,5978,,,,,,,,,,,,
"SD",20210110,1241,12349,2114,70973,2229,,,3394,88906,3394,11018,103318,201,15,7,17,1452,116,17,,,15,1214,1585,1147,66,113,142,5397,365,142,,,81,3990,5904,,,,,,,,,,,,
"SD",20210106,1233,12207,2089,69681,2206,,,3355,87416,3355,10913,101684,192,15,7,17,1394,108,17,,,13,1167,1519,1128,67,112,142,5300,363,142,,,78,3915,5805,,,,,,,,,,,,
"SD",20210103,1224,12099,2192,68805,2192,,,3333,86409,3333,10790,100532,192,15,7,17,1389,107,17,,,13,1162,1513,1113,66,110,141,5234,357,141,,,79,3866,5732,,,,,,,,,,,,
"SD",20201230,1214,11917,2073,67395,2160,,,3305,84759,3305,10656,98720,187,15,6,15,1345,104,15,,,13,1124,1464,1091,65,107,136,5143,360,136,,,78,3802,5639,,,,,,,,,,,,
