"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","SC",8754,7744,35,1010,20725,20725,579,66,,137,4657179,25856,106809,,4526263,,83,525865,449977,1408,0,28316,111239,,,580893,218863,,0,5183044,27264,135125,912838,,,,0,5107156,26282
"2021-03-06","SC",8719,7711,20,1008,20659,20659,623,54,,157,4631323,27774,106601,,4501627,,86,524457,449151,1199,0,28174,110613,,,579247,218863,,0,5155780,28973,134775,902974,,,,0,5080874,29050
"2021-03-05","SC",8699,7697,39,1002,20605,20605,664,63,,163,4603549,25299,106319,,4473811,,88,523258,448275,1695,0,27965,110026,,,578013,230793,,0,5126807,26994,134284,893871,,,,0,5051824,26489
"2021-03-04","SC",8660,7660,40,1000,20542,20542,734,41,,180,4578250,20102,106051,,4448820,,91,521563,447085,1567,0,27765,109525,,,576515,230793,,0,5099813,21669,133816,885397,,,,0,5025335,21018
"2021-03-03","SC",8620,7626,44,994,20501,20501,706,73,,190,4558148,8550,105881,,4428962,,86,519996,446169,1173,0,27609,108884,,,575355,230793,,0,5078144,9723,133490,877322,,,,0,5004317,9196
"2021-03-02","SC",8576,7606,14,970,20428,20428,706,22,,190,4549598,14264,105789,,4420658,,86,518823,445523,847,0,27524,108441,,,574463,230793,,0,5068421,15111,133313,869734,,,,0,4995121,14796
"2021-03-01","SC",8562,7592,32,970,20406,20406,725,19,,194,4535334,24419,105661,,4406533,,88,517976,444991,1153,0,27409,108193,,,573792,230793,,0,5053310,25572,133070,867036,,,,0,4980325,25203
"2021-02-28","SC",8530,7578,32,952,20387,20387,769,47,,203,4510915,25527,105429,,4382363,,97,516823,444207,1751,0,27243,107862,,,572759,230793,,0,5027738,27278,132672,862952,,,,0,4955122,26777
"2021-02-27","SC",8498,7546,21,952,20340,20340,865,65,,221,4485388,32242,105088,,4357443,,109,515072,442957,1777,0,27010,107150,,,570902,230793,,0,5000460,34019,132098,855067,,,,0,4928345,33502
"2021-02-26","SC",8477,7528,34,949,20275,20275,916,80,,212,4453146,31700,104781,,4325608,,113,513295,441697,1749,0,26805,106561,,,569235,230793,,0,4966441,33449,131586,846034,,,,0,4894843,32880
"2021-02-25","SC",8443,7502,45,941,20195,20195,939,78,,223,4421446,25187,104552,,4294390,,128,511546,440517,2502,0,26631,106000,,,567573,230793,,0,4932992,27689,131183,836918,,,,0,4861963,26843
"2021-02-24","SC",8398,7460,41,938,20117,20117,968,93,,231,4396259,53546,104336,,4269806,,129,509044,438861,2132,0,26483,105305,,,565314,230793,,0,4905303,55678,130819,827985,,,,0,4835120,55389
"2021-02-23","SC",8357,7436,25,921,20024,20024,977,30,,232,4342713,0,103882,,4217953,,126,506912,437806,1323,0,26152,104006,,,561778,230793,,0,4849625,1323,130034,813069,,,,0,4779731,0
"2021-02-22","SC",8332,7417,8,915,19994,19994,993,28,,231,4342713,-848,103882,,4217953,,135,505589,437018,1440,0,26152,104006,,,561778,230793,,0,4848302,592,130034,813069,,,,0,4779731,9
"2021-02-21","SC",8324,7409,68,915,19966,19966,1013,67,,240,4343561,34511,103880,,4217946,,144,504149,436161,2872,0,26152,104005,,,561776,229445,,0,4847710,37383,130032,813049,,,,0,4779722,36083
"2021-02-20","SC",8256,7352,43,904,19899,19899,1086,103,,246,4309050,26259,103595,,4184082,,144,501277,434589,3340,0,25951,103360,,,559557,227933,,0,4810327,29599,129546,804990,,,,0,4743639,28068
"2021-02-19","SC",8213,7325,58,888,19796,19796,1122,95,,265,4282791,25376,103366,,4158340,,151,497937,432780,2893,0,25710,102630,,,557231,226443,,0,4780728,28269,129076,796594,,,,0,4715571,27082
"2021-02-18","SC",8155,7277,38,878,19701,19701,1137,129,,265,4257415,20038,103119,,4133611,,152,495044,431074,2675,0,25511,101765,,,554878,225005,,0,4752459,22713,128630,786007,,,,0,4688489,21618
"2021-02-17","SC",8117,7248,62,869,19572,19572,1205,120,,278,4237377,8899,102961,,4114138,,162,492369,429494,1916,0,25408,100943,,,552733,223251,,0,4729746,10815,128369,777701,,,,0,4666871,9709
"2021-02-16","SC",8055,7196,21,859,19452,19452,1230,31,,303,4228478,20359,102844,,4105323,,167,490453,428684,1435,0,25292,100338,,,551839,221360,,0,4718931,21794,128136,771148,,,,0,4657162,21280
"2021-02-15","SC",8034,7180,36,854,19421,19421,1222,25,,301,4208119,23386,102747,,4085302,,173,489018,427763,1725,0,25243,100035,,,550580,220197,,0,4697137,25111,127990,768324,,,,0,4635882,24569
"2021-02-14","SC",7998,7149,87,849,19396,19396,1269,89,,313,4184733,36125,102532,,4062334,,184,487293,426580,4153,0,25072,99645,,,548979,218717,,0,4672026,40278,127604,764008,,,,0,4611313,38994
"2021-02-13","SC",7911,7072,17,839,19307,19307,1302,102,,301,4148608,32800,102162,,4027772,,174,483140,423711,2983,0,24790,98715,,,544547,217023,,0,4631748,35783,126952,754716,,,,0,4572319,34635
"2021-02-12","SC",7894,7057,57,837,19205,19205,1375,119,,310,4115808,35112,101856,,3995349,,174,480157,421876,3870,0,24495,97845,,,542335,215306,,0,4595965,38982,126351,745917,,,,0,4537684,37553
"2021-02-11","SC",7837,7010,95,827,19086,19086,1391,145,,329,4080696,19004,101550,,3961152,,195,476287,419435,3147,0,24233,96880,,,538979,213484,,0,4556983,22151,125783,738044,,,,0,4500131,20632
"2021-02-10","SC",7742,6923,49,819,18941,18941,1439,127,,334,4061692,17281,101380,,3942645,,200,473140,417807,2829,0,24096,95796,,,536854,211845,,0,4534832,20110,125476,727743,,,,0,4479499,19015
"2021-02-09","SC",7693,6885,3,808,18814,18814,1465,26,,348,4044411,18010,101339,,3926014,,208,470311,416073,1908,0,24015,94897,,,534470,209900,,0,4514722,19918,125354,719416,,,,0,4460484,19510
"2021-02-08","SC",7690,6881,39,809,18788,18788,1517,32,,354,4026401,29712,101118,,3908473,,211,468403,414573,2030,0,23844,94463,,,532501,208593,,0,4494804,31742,124962,715573,,,,0,4440974,31289
"2021-02-07","SC",7651,6849,40,802,18756,18756,1526,79,,359,3996689,33408,100845,,3879380,,224,466373,412996,3392,0,23601,93941,,,530305,207101,,0,4463062,36800,124446,711154,,,,0,4409685,35765
"2021-02-06","SC",7611,6816,58,795,18677,18677,1600,116,,371,3963281,31963,100546,,3846781,,224,462981,410639,3007,0,23355,93085,,,527139,205514,,0,4426262,34970,123901,704179,,,,0,4373920,33815
"2021-02-05","SC",7553,6770,66,783,18561,18561,1637,99,,368,3931318,59298,100189,,3815603,,232,459974,408787,6096,0,23032,92185,,,524502,203808,,0,4391292,65394,123221,695882,,,,0,4340105,64157
"2021-02-04","SC",7487,6730,93,757,18462,18462,1677,138,,382,3872020,22128,99849,,3758658,,239,453878,403928,3084,0,22744,91109,,,517290,202372,,0,4325898,25212,122593,686188,,,,0,4275948,23695
"2021-02-03","SC",7394,6663,76,731,18324,18324,1760,178,,391,3849892,13459,99705,,3737363,,238,450794,402361,2890,0,22637,89825,,,514890,200634,,0,4300686,16349,122342,675171,,,,0,4252253,15348
"2021-02-02","SC",7318,6599,35,719,18146,18146,1832,33,,401,3836433,23556,99617,,3724524,,245,447904,400472,1988,0,22564,88545,,,512381,199045,,0,4284337,25544,122181,666223,,,,0,4236905,25136
