"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","FL",32266,,66,,82237,82237,3307,92,,,9339038,19166,864153,816231,16887410,,,1909209,1548837,4024,0,190026,,178979,,2502506,,22339182,64599,22339182,64599,1054711,,995580,,11248247,23190,19482607,52132
"2021-03-06","FL",32200,,107,,82145,82145,3352,243,,,9319872,23282,864153,816231,16841086,,,1905185,1545643,4587,0,190026,,178979,,2496909,,22274583,87820,22274583,87820,1054711,,995580,,11225057,27869,19430475,59303
"2021-03-05","FL",32093,,138,,81902,81902,3419,302,,,9296590,26910,864153,816231,16788533,,,1900598,1542400,5876,0,190026,,178979,,2490463,,22186763,106925,22186763,106925,1054711,,995580,,11197188,32786,19371172,77877
"2021-03-04","FL",31955,,126,,81600,81600,3566,322,,,9269680,26450,847365,803582,16719252,,,1894722,1538139,5997,0,176911,,166506,,2482227,,22079838,104245,22079838,104245,1024780,,970437,,11164402,32447,19293295,74448
"2021-03-03","FL",31829,,133,,81278,81278,3596,306,,,9243230,17249,847365,803582,16653274,,,1888725,1534186,5860,0,176911,,166506,,2474106,,21975593,73990,21975593,73990,1024780,,970437,,11131955,23109,19218847,51529
"2021-03-02","FL",31696,,140,,80972,80972,3674,313,,,9225981,33192,847365,803582,16607639,,,1882865,1529740,7047,0,176911,,166506,,2468530,,21901603,116917,21901603,116917,1024780,,970437,,11108846,40239,19167318,89285
"2021-03-01","FL",31556,,150,,80659,80659,3686,87,,,9192789,7255,847365,803582,16528453,,,1875818,1524995,1664,0,176911,,166506,,2458948,,21784686,22888,21784686,22888,1024780,,970437,,11068607,8919,19078033,22915
"2021-02-28","FL",31406,,126,,80572,80572,3679,105,,,9185534,22572,847365,803582,16508139,,,1874154,1523359,5385,0,176911,,166506,,2456389,,21761798,77453,21761798,77453,1024780,,970437,,11059688,27957,19055118,64408
"2021-02-27","FL",31280,,118,,80467,80467,3728,229,,,9162962,25314,847365,803582,16451917,,,1868769,1519444,5316,0,176911,,166506,,2448448,,21684345,90722,21684345,90722,1024780,,970437,,11031731,30630,18990710,68213
"2021-02-26","FL",31162,,144,,80238,80238,3864,282,,,9137648,26855,847365,803582,16391386,,,1863453,1515826,5783,0,176911,,166506,,2441154,,21593623,105518,21593623,105518,1024780,,970437,,11001101,32638,18922497,75982
"2021-02-25","FL",31018,,140,,79956,79956,3957,281,,,9110793,29829,831212,790547,16324065,,,1857670,1511628,6519,0,165482,,155757,,2432878,,21488105,118508,21488105,118508,997190,,946648,,10968463,36348,18846515,83120
"2021-02-24","FL",30878,,129,,79675,79675,4077,265,,,9080964,29359,831212,790547,16250525,,,1851151,1506867,6923,0,165482,,155757,,2423735,,21369597,105398,21369597,105398,997190,,946648,,10932115,36282,18763395,85494
"2021-02-23","FL",30749,,154,,79410,79410,4198,314,,,9051605,21886,831212,790547,16175417,,,1844228,1502549,5483,0,165482,,155757,,2413918,,21264199,76769,21264199,76769,997190,,946648,,10895833,27369,18677901,63708
"2021-02-22","FL",30595,,161,,79096,79096,4175,150,,,9029719,17496,831212,790547,16119985,,,1838745,1498857,4037,0,165482,,155757,,2406192,,21187430,54779,21187430,54779,997190,,946648,,10868464,21533,18614193,46923
"2021-02-21","FL",30434,,95,,78946,78946,4160,106,,,9012223,22676,831212,790547,16078849,,,1834708,1495704,4935,0,165482,,155757,,2400590,,21132651,72854,21132651,72854,997190,,946648,,10846931,27611,18567270,57184
"2021-02-20","FL",30339,,125,,78840,78840,4213,250,,,8989547,32585,831212,790547,16028333,,,1829773,1492000,7129,0,165482,,155757,,2394125,,21059797,115318,21059797,115318,997190,,946648,,10819320,39714,18510086,83211
"2021-02-19","FL",30214,,224,,78590,78590,4298,295,,,8956962,27701,831212,790547,15954828,,,1822644,1487253,6536,0,165482,,155757,,2384901,,20944479,101356,20944479,101356,997190,,946648,,10779606,34237,18426875,76321
