"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","IA",5558,,6,,,,167,0,,35,1044418,1299,,93984,2432425,,6,282384,282384,257,0,,60700,19704,57190,306343,320054,,0,1326802,1556,,1390094,113739,247999,1329195,1555,2753899,4464
"2021-03-06","IA",5552,,3,,,,170,0,,38,1043119,1515,,93873,2428315,,10,282127,282127,362,0,,60633,19635,57133,306056,319780,,0,1325246,1877,,1388623,113559,247775,1327640,1871,2749435,7094
"2021-03-05","IA",5549,,13,,,,176,0,,39,1041604,1549,,93908,2421684,,9,281765,281765,374,0,,60505,19454,57011,305649,318996,,0,1323369,1923,,1381718,113413,246773,1325769,1924,2742341,7564
"2021-03-04","IA",5536,,35,,,,184,0,,39,1040055,2052,,93776,2414548,,11,281391,281391,400,0,,60354,19240,56878,305285,318560,,0,1321446,2452,,1372820,113067,245588,1323845,2461,2734777,9441
"2021-03-03","IA",5501,,3,,,,191,0,,40,1038003,1896,,93681,2405624,,11,280991,280991,482,0,,60142,18996,56695,304861,317731,,0,1318994,2378,,1365388,112728,244598,1321384,2382,2725336,8811
"2021-03-02","IA",5498,,26,,,,209,0,,39,1036107,988,,93450,2397458,,11,280509,280509,230,0,,60009,18760,56553,304305,316185,,0,1316616,1218,,1356153,112261,243583,1319002,1225,2716525,5341
"2021-03-01","IA",5472,,1,,,,197,0,,48,1035119,1329,,93389,2392446,,15,280279,280279,240,0,,59842,18571,56368,304008,315443,,0,1315398,1569,,1346025,112011,242163,1317777,1562,2711184,4675
"2021-02-28","IA",5471,,1,,,,196,0,,50,1033790,1527,,93338,2388052,,19,280039,280039,295,0,,59760,18549,56292,303738,315134,,0,1313829,1822,,1343678,111938,241907,1316215,1822,2706509,5093
"2021-02-27","IA",5470,,7,,,,181,0,,43,1032263,1273,,93328,2383385,,18,279744,279744,315,0,,59727,18534,56264,303407,314750,,0,1312007,1588,,1342398,111913,241787,1314393,1586,2701416,5674
"2021-02-26","IA",5463,,25,,,,196,0,,46,1030990,1377,,93253,2378147,,18,279429,279429,546,0,,59599,18258,56159,303076,313771,,0,1310419,1923,,1336491,111562,240854,1312807,1928,2695742,8407
