"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","AL",10148,7963,-1,2185,45976,45976,494,0,2676,,1931711,2087,,,,1515,,499819,392077,408,0,,,,,,295690,,0,2323788,2347,,,119757,,2323788,2347,,0
"2021-03-06","AL",10149,7963,27,2186,45976,45976,526,0,2675,,1929624,4866,,,,1514,,499411,391817,524,0,,,,,,295690,,0,2321441,5314,,,119456,,2321441,5314,,0
"2021-03-05","AL",10122,7943,28,2179,45976,45976,526,169,2672,,1924758,4223,,,,1514,,498887,391369,811,0,,,,,,295690,,0,2316127,4920,,,119005,,2316127,4920,,0
"2021-03-04","AL",10094,7920,65,2174,45807,45807,544,84,2666,,1920535,4990,,,,1513,,498076,390672,922,0,,,,,,295690,,0,2311207,5890,,,118631,,2311207,5890,,0
"2021-03-03","AL",10029,7872,38,2157,45723,45723,559,24,2662,,1915545,7243,,,,1510,,497154,389772,2733,0,,,,,,295690,,0,2305317,9595,,,118154,,2305317,9595,,0
"2021-03-02","AL",9991,7840,60,2151,45699,45699,631,51,2659,,1908302,3161,,,,1509,,494421,387420,652,0,,,,,,285130,,0,2295722,3648,,,117904,,2295722,3648,,0
"2021-03-01","AL",9931,7789,2,2142,45648,45648,651,220,2651,,1905141,1450,,,,1508,,493769,386933,517,0,,,,,,285130,,0,2292074,1858,,,117746,,2292074,1858,,0
"2021-02-28","AL",9929,7787,-1,2142,45428,45428,657,0,2650,,1903691,2776,,,,1508,,493252,386525,569,0,,,,,,285130,,0,2290216,3265,,,117548,,2290216,3265,,0
"2021-02-27","AL",9930,7787,61,2143,45428,45428,622,0,2650,,1900915,4496,,,,1508,,492683,386036,834,0,,,,,,285130,,0,2286951,5303,,,117249,,2286951,5303,,0
"2021-02-26","AL",9869,7734,38,2135,45428,45428,691,116,2650,,1896419,4871,,,,1507,,491849,385229,739,0,,,,,,285130,,0,2281648,5460,,,116701,,2281648,5460,,0
"2021-02-25","AL",9831,7706,87,2125,45312,45312,722,62,2642,,1891548,6397,,,,1503,,491110,384640,890,0,,,,,,285130,,0,2276188,7155,,,116251,,2276188,7155,,0
"2021-02-24","AL",9744,7643,84,2101,45250,45250,773,0,2641,,1885151,2971,,,,1500,,490220,383882,1247,0,,,,,,275245,,0,2269033,3947,,,115627,,2269033,3947,,0
"2021-02-23","AL",9660,7575,68,2085,45250,45250,762,122,2632,,1882180,4250,,,,1497,,488973,382906,1453,0,,,,,,275245,,0,2265086,4825,,,115256,,2265086,4825,,0
"2021-02-22","AL",9592,7526,0,2066,45128,45128,862,361,2623,,1877930,2101,,,,1490,,487520,382331,677,0,,,,,,275245,,0,2260261,2586,,,115044,,2260261,2586,,0
"2021-02-21","AL",9592,7526,2,2066,44767,44767,867,0,2623,,1875829,3104,,,,1490,,486843,381846,857,0,,,,,,275245,,0,2257675,3784,,,114835,,2257675,3784,,0
"2021-02-20","AL",9590,7525,17,2065,44767,44767,895,0,2623,,1872725,4864,,,,1490,,485986,381166,774,0,,,,,,275245,,0,2253891,5436,,,114532,,2253891,5436,,0
"2021-02-19","AL",9573,7514,149,2059,44767,44767,951,0,2619,,1867861,4264,,,,1488,,485212,380594,847,0,,,,,,275245,,0,2248455,5063,,,114143,,2248455,5063,,0
"2021-02-18","AL",9424,7391,78,2033,44767,44767,1003,226,2616,,1863597,4081,,,,1485,,484365,379795,1198,0,,,,,,275245,,0,2243392,5091,,,113810,,2243392,5091,,0
