"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","AZ",16328,14403,5,1925,57907,57907,963,44,,273,3073010,13678,,,,,143,826454,769935,1335,0,,,,,,,,0,7908105,45110,580569,,444089,,3842945,14856,7908105,45110
"2021-03-06","AZ",16323,14395,54,1928,57863,57863,966,44,,280,3059332,8442,,,,,140,825119,768757,1735,0,,,,,,,,0,7862995,35425,580318,,443336,,3828089,9639,7862995,35425
"2021-03-05","AZ",16269,14339,84,1930,57819,57819,1043,72,,325,3050890,18778,,,,,154,823384,767560,2276,0,,,,,,,,0,7827570,51727,579560,,441664,,3818450,20834,7827570,51727
"2021-03-04","AZ",16185,14264,96,1921,57747,57747,1072,50,,343,3032112,9402,,,,,165,821108,765504,1154,0,,,,,,,,0,7775843,36482,578537,,441041,,3797616,10375,7775843,36482
"2021-03-03","AZ",16089,14176,29,1913,57697,57697,1165,106,,381,3022710,15039,,,,,177,819954,764531,1284,0,,,,,,,,0,7739361,37881,577188,,440209,,3787241,16154,7739361,37881
"2021-03-02","AZ",16060,14158,81,1902,57591,57591,1202,2,,385,3007671,5459,,,,,203,818670,763416,849,0,,,,,,,,0,7701480,18991,576217,,439893,,3771087,6223,7701480,18991
"2021-03-01","AZ",15979,14100,-1,1879,57589,57589,1241,-10,,382,3002212,5381,,,,,196,817821,762652,1039,0,,,,,,,,0,7682489,19066,575979,,439644,,3764864,6365,7682489,19066
"2021-02-28","AZ",15980,14099,13,1881,57599,57599,1251,91,,402,2996831,9935,,,,,210,816782,761668,1075,0,,,,,,,,0,7663423,40030,575378,,438754,,3758499,10924,7663423,40030
"2021-02-27","AZ",15967,14091,70,1876,57508,57508,1317,48,,415,2986896,6455,,,,,220,815707,760679,1179,0,,,,,,,,0,7623393,26841,574247,,438011,,3747575,7508,7623393,26841
"2021-02-26","AZ",15897,14028,83,1869,57460,57460,1354,70,,419,2980441,10049,,,,,225,814528,759626,1621,0,,,,,,,,0,7596552,46775,572668,,437195,,3740067,11498,7596552,46775
