"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","KS",4812,,0,,9387,9387,235,0,2554,50,974686,0,,,,411,22,295861,,0,0,,,,,,,,0,1270547,0,,602322,,,1270547,0,2525259,0
"2021-03-06","KS",4812,,0,,9387,9387,235,0,2554,50,974686,0,,,,411,22,295861,,0,0,,,,,,,,0,1270547,0,,602322,,,1270547,0,2525259,0
"2021-03-05","KS",4812,,-4,,9387,9387,235,32,2554,50,974686,5035,,,,411,22,295861,,752,0,,,,,,,,0,1270547,5787,,602322,,,1270547,5787,2525259,21021
"2021-03-04","KS",4816,,0,,9355,9355,203,0,2541,59,969651,0,,,,411,23,295109,,0,0,,,,,,,,0,1264760,0,,594470,,,1264760,0,2504238,0
"2021-03-03","KS",4816,,73,,9355,9355,203,65,2541,59,969651,4848,,,,411,23,295109,,807,0,,,,,,,,0,1264760,5655,,594470,,,1264760,5655,2504238,19057
"2021-03-02","KS",4743,,0,,9290,9290,165,0,2521,43,964803,0,,,,411,16,294302,,0,0,,,,,,,,0,1259105,0,,586346,,,1259105,0,2485181,0
"2021-03-01","KS",4743,,8,,9290,9290,165,41,2521,43,964803,4003,,,,411,16,294302,,639,0,,,,,,,,0,1259105,4642,,586346,,,1259105,4642,2485181,16491
"2021-02-28","KS",4735,,0,,9249,9249,258,0,2510,63,960800,0,,,,411,29,293663,,0,0,,,,,,,,0,1254463,0,,580453,,,1254463,0,2468690,0
"2021-02-27","KS",4735,,0,,9249,9249,258,0,2510,63,960800,0,,,,411,29,293663,,0,0,,,,,,,,0,1254463,0,,580453,,,1254463,0,2468690,0
"2021-02-26","KS",4735,,11,,9249,9249,258,60,2510,63,960800,4869,,,,411,29,293663,,826,0,,,,,,,,0,1254463,5695,,580453,,,1254463,5695,2468690,29950
"2021-02-25","KS",4724,,0,,9189,9189,214,0,2482,52,955931,0,,,,411,22,292837,,0,0,,,,,,,,0,1248768,0,,573408,,,1248768,0,2438740,0
"2021-02-24","KS",4724,,81,,9189,9189,214,86,2482,52,955931,4147,,,,411,22,292837,,1122,0,,,,,,,,0,1248768,5269,,573408,,,1248768,5269,2438740,19844
"2021-02-23","KS",4643,,0,,9103,9103,214,0,2466,52,951784,0,,,,411,22,291715,,0,0,,,,,,,,0,1243499,0,,563612,,,1243499,0,2418896,0
"2021-02-22","KS",4643,,29,,9103,9103,214,32,2466,52,951784,4193,,,,411,22,291715,,883,0,,,,,,,,0,1243499,5076,,563612,,,1243499,5076,2418896,15821
"2021-02-21","KS",4614,,0,,9071,9071,290,0,2457,82,947591,0,,,,411,34,290832,,0,0,,,,,,,,0,1238423,0,,558292,,,1238423,0,2403075,0
"2021-02-20","KS",4614,,0,,9071,9071,290,0,2457,82,947591,0,,,,411,34,290832,,0,0,,,,,,,,0,1238423,0,,558292,,,1238423,0,2403075,0
"2021-02-19","KS",4614,,93,,9071,9071,290,69,2457,82,947591,7010,,,,411,34,290832,,2115,0,,,,,,,,0,1238423,9125,,558292,,,1238423,9125,2403075,20552
"2021-02-18","KS",4521,,0,,9002,9002,300,0,2432,68,940581,0,,,,411,34,288717,,0,0,,,,,,,,0,1229298,0,,543223,,,1229298,0,2382523,0
"2021-02-17","KS",4521,,115,,9002,9002,300,79,2432,68,940581,3799,,,,411,34,288717,,1267,0,,,,,,,,0,1229298,5066,,543223,,,1229298,5066,2382523,17858
"2021-02-16","KS",4406,,0,,8923,8923,279,0,2421,77,936782,0,,,,411,38,287450,,0,0,,,,,,,,0,1224232,0,,534602,,,1224232,0,2364665,0
"2021-02-15","KS",4406,,42,,8923,8923,279,36,2421,77,936782,5295,,,,411,38,287450,,1348,0,,,,,,,,0,1224232,6643,,534602,,,1224232,6643,2364665,18212
"2021-02-14","KS",4364,,0,,8887,8887,348,0,2413,87,931487,0,,,,411,42,286102,,0,0,,,,,,,,0,1217589,0,,527485,,,1217589,0,2346453,0
"2021-02-13","KS",4364,,0,,8887,8887,348,0,2413,87,931487,0,,,,411,42,286102,,0,0,,,,,,,,0,1217589,0,,527485,,,1217589,0,2346453,0
