"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","DC",1030,,0,,,,150,0,,38,,0,,,,,16,41419,,146,0,,,,,,29570,1261363,5726,1261363,5726,,,,,441942,1149,,0
"2021-03-06","DC",1030,,3,,,,150,0,,40,,0,,,,,15,41273,,151,0,,,,,,29470,1255637,8000,1255637,8000,,,,,440793,1280,,0
"2021-03-05","DC",1027,,3,,,,160,0,,45,,0,,,,,19,41122,,108,0,,,,,,29417,1247637,5821,1247637,5821,,,,,439513,1038,,0
"2021-03-04","DC",1024,,1,,,,170,0,,49,,0,,,,,18,41014,,196,0,,,,,,29287,1241816,7833,1241816,7833,,,,,438475,1619,,0
"2021-03-03","DC",1023,,4,,,,177,0,,47,,0,,,,,23,40818,,51,0,,,,,,29213,1233983,139,1233983,139,,,,,436856,80,,0
"2021-03-02","DC",1019,,0,,,,177,0,,47,,0,,,,,29,40767,,83,0,,,,,,29111,1233844,2251,1233844,2251,,,,,436776,533,,0
"2021-03-01","DC",1019,,2,,,,168,0,,46,,0,,,,,25,40684,,86,0,,,,,,29019,1231593,3234,1231593,3234,,,,,436243,575,,0
"2021-02-28","DC",1017,,7,,,,163,0,,45,,0,,,,,26,40598,,120,0,,,,,,28881,1228359,6796,1228359,6796,,,,,435668,1288,,0
"2021-02-27","DC",1010,,1,,,,171,0,,49,,0,,,,,26,40478,,194,0,,,,,,28842,1221563,6232,1221563,6232,,,,,434380,1174,,0
"2021-02-26","DC",1009,,4,,,,179,0,,50,,0,,,,,24,40284,,162,0,,,,,,28757,1215331,5678,1215331,5678,,,,,433206,967,,0
"2021-02-25","DC",1005,,4,,,,205,0,,55,,0,,,,,26,40122,,179,0,,,,,,28679,1209653,5048,1209653,5048,,,,,432239,991,,0
"2021-02-24","DC",1001,,3,,,,211,0,,57,,0,,,,,31,39943,,99,0,,,,,,28532,1204605,3000,1204605,3000,,,,,431248,750,,0
"2021-02-23","DC",998,,3,,,,211,0,,57,,0,,,,,31,39844,,89,0,,,,,,28532,1201605,2843,1201605,2843,,,,,430498,542,,0
"2021-02-22","DC",995,,0,,,,207,0,,54,,0,,,,,33,39755,,107,0,,,,,,28457,1198762,3509,1198762,3509,,,,,429956,568,,0
"2021-02-21","DC",995,,1,,,,196,0,,52,,0,,,,,28,39648,,95,0,,,,,,28365,1195253,4244,1195253,4244,,,,,429388,696,,0
"2021-02-20","DC",994,,1,,,,206,0,,53,,0,,,,,30,39553,,92,0,,,,,,28298,1191009,4022,1191009,4022,,,,,428692,625,,0
"2021-02-19","DC",993,,1,,,,209,0,,48,,0,,,,,24,39461,,160,0,,,,,,28202,1186987,5825,1186987,5825,,,,,428067,1030,,0
"2021-02-18","DC",992,,7,,,,211,0,,51,,0,,,,,19,39301,,121,0,,,,,,28108,1181162,3695,1181162,3695,,,,,427037,612,,0
"2021-02-17","DC",985,,3,,,,206,0,,54,,0,,,,,24,39180,,49,0,,,,,,27930,1177467,4699,1177467,4699,,,,,426425,1094,,0
"2021-02-16","DC",982,,2,,,,204,0,,52,,0,,,,,21,39131,,130,0,,,,,,27930,1172768,0,1172768,0,,,,,425331,0,,0
"2021-02-15","DC",980,,1,,,,196,0,,46,,0,,,,,21,39001,,83,0,,,,,,27677,1172768,3084,1172768,3084,,,,,425331,488,,0
"2021-02-14","DC",979,,0,,,,197,0,,50,,0,,,,,24,38918,,122,0,,,,,,27677,1169684,5762,1169684,5762,,,,,424843,-1987,,0
"2021-02-13","DC",979,,3,,,,191,0,,48,,0,,,,,26,38796,,126,0,,,,,,27549,1163922,9613,1163922,9613,,,,,426830,-751,,0
"2021-02-12","DC",976,,3,,,,207,0,,57,,0,,,,,32,38670,,137,0,,,,,,27473,1154309,2825,1154309,2825,,,,,427581,5828,,0
"2021-02-11","DC",973,,8,,,,225,0,,57,,0,,,,,32,38533,,185,0,,,,,,27398,1151484,5212,1151484,5212,,,,,421753,1086,,0
"2021-02-10","DC",965,,4,,,,226,0,,56,,0,,,,,34,38348,,67,0,,,,,,27238,1146272,3165,1146272,3165,,,,,420667,612,,0
"2021-02-09","DC",961,,5,,,,241,0,,58,,0,,,,,31,38281,,145,0,,,,,,27121,1143107,4582,1143107,4582,,,,,420055,821,,0
"2021-02-08","DC",956,,4,,,,237,0,,58,,0,,,,,30,38136,,101,0,,,,,,26986,1138525,2920,1138525,2920,,,,,419234,524,,0
"2021-02-07","DC",952,,5,,,,240,0,,59,,0,,,,,30,38035,,158,0,,,,,,26835,1135605,6163,1135605,6163,,,,,418710,1108,,0
"2021-02-06","DC",947,,7,,,,239,0,,56,,0,,,,,39,37877,,243,0,,,,,,26680,1129442,6537,1129442,6537,,,,,417602,1397,,0
"2021-02-05","DC",940,,8,,,,251,0,,67,,0,,,,,39,37634,,269,0,,,,,,26551,1122905,6563,1122905,6563,,,,,416205,1355,,0
"2021-02-04","DC",932,,6,,,,248,0,,63,,0,,,,,41,37365,,166,0,,,,,,26453,1116342,4103,1116342,4103,,,,,414850,1217,,0
"2021-02-03","DC",926,,5,,,,237,0,,63,,0,,,,,34,37199,,61,0,,,,,,26226,1112239,1945,1112239,1945,,,,,413633,499,,0
"2021-02-02","DC",921,,5,,,,232,0,,62,,0,,,,,34,37138,,130,0,,,,,,26086,1110294,4224,1110294,4224,,,,,413134,860,,0
"2021-02-01","DC",916,,3,,,,240,0,,66,,0,,,,,46,37008,,136,0,,,,,,25915,1106070,5604,1106070,5604,,,,,412274,1134,,0
"2021-01-31","DC",913,,4,,,,251,0,,72,,0,,,,,46,36872,,210,0,,,,,,25810,1100466,7857,1100466,7857,,,,,411140,1805,,0
"2021-01-30","DC",909,,2,,,,247,0,,69,,0,,,,,46,36662,,248,0,,,,,,25722,1092609,13603,1092609,13603,,,,,409335,7425,,0
"2021-01-29","DC",907,,5,,,,241,0,,70,,0,,,,,46,36414,,282,0,,,,,,25588,1079006,8067,1079006,8067,,,,,401910,2888,,0
"2021-01-28","DC",902,,7,,,,255,0,,69,,0,,,,,35,36132,,267,0,,,,,,25442,1070939,6610,1070939,6610,,,,,399022,1454,,0
"2021-01-27","DC",895,,7,,,,253,0,,69,,0,,,,,35,35865,,165,0,,,,,,25271,1064329,4647,1064329,4647,,,,,397568,2431,,0
"2021-01-26","DC",888,,9,,,,240,0,,63,,0,,,,,33,35700,,195,0,,,,,,25008,1059682,4945,1059682,4945,,,,,395137,1189,,0
"2021-01-25","DC",879,,7,,,,248,0,,67,,0,,,,,39,35505,,204,0,,,,,,24818,1054737,5786,1054737,5786,,,,,393948,1395,,0
"2021-01-24","DC",872,,2,,,,254,0,,67,,0,,,,,39,35301,,224,0,,,,,,24697,1048951,5839,1048951,5839,,,,,392553,1326,,0
"2021-01-23","DC",870,,3,,,,256,0,,63,,0,,,,,31,35077,,172,0,,,,,,24572,1043112,4632,1043112,4632,,,,,391227,958,,0
"2021-01-22","DC",867,,3,,,,255,0,,63,,0,,,,,25,34905,,293,0,,,,,,24251,1038480,6788,1038480,6788,,,,,390269,2067,,0
"2021-01-21","DC",864,,1,,,,256,0,,67,,0,,,,,23,34612,,209,0,,,,,,24251,1031692,7161,1031692,7161,,,,,388202,2445,,0
"2021-01-20","DC",863,,2,,,,262,0,,62,,0,,,,,25,34403,,144,0,,,,,,24009,1024531,4269,1024531,4269,,,,,385757,1674,,0
"2021-01-19","DC",861,,4,,,,273,0,,58,,0,,,,,29,34259,,226,0,,,,,,23632,1020262,6310,1020262,6310,,,,,384083,1957,,0
"2021-01-18","DC",857,,7,,,,275,0,,63,,0,,,,,33,34033,,182,0,,,,,,23554,1013952,4560,1013952,4560,,,,,382126,1056,,0
"2021-01-17","DC",850,,3,,,,287,0,,64,,0,,,,,36,33851,,314,0,,,,,,23456,1009392,8900,1009392,8900,,,,,381070,1751,,0
"2021-01-16","DC",847,,5,,,,280,0,,67,,0,,,,,29,33537,,397,0,,,,,,23319,1000492,13697,1000492,13697,,,,,379319,2461,,0
"2021-01-15","DC",842,,0,,,,285,0,,71,,0,,,,,30,33140,,320,0,,,,,,23131,986795,7962,986795,7962,,,,,376858,1621,,0
"2021-01-14","DC",842,,11,,,,287,0,,74,,0,,,,,29,32820,,220,0,,,,,,22899,978833,5263,978833,5263,,,,,375237,1164,,0
"2021-01-13","DC",831,,6,,,,293,0,,59,,0,,,,,20,32600,,177,0,,,,,,22673,973570,3522,973570,3522,,,,,374073,740,,0
