"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","NE",2113,,0,,6237,6237,137,8,,,771128,542,,,2182938,,,203026,,373,0,,,,,235965,157144,,0,2421684,1,,,,,974759,978,2421684,1
"2021-03-06","NE",2113,,1,,6229,6229,136,3,,,770586,1354,,,2183243,,,202653,,343,0,,,,,235726,156825,,0,2421683,10138,,,,,973781,1701,2421683,10138
"2021-03-05","NE",2112,,20,,6226,6226,143,69,,,769232,1102,,,2173557,,,202310,,337,0,,,,,235280,156510,,0,2411545,7859,,,,,972080,1441,2411545,7859
"2021-03-04","NE",2092,,1,,6157,6157,151,10,,,768130,1349,,,2166160,,,201973,,365,0,,,,,234838,156048,,0,2403686,11285,,,,,970639,1714,2403686,11285
"2021-03-03","NE",2091,,7,,6147,6147,150,7,,,766781,1105,,,2155329,,,201608,,262,0,,,,,234408,155933,,0,2392401,10150,,,,,968925,1374,2392401,10150
"2021-03-02","NE",2084,,2,,6140,6140,154,34,,,765676,1216,,,2145644,,,201346,,400,0,,,,,233966,155712,,0,2382251,8520,,,,,967551,1616,2382251,8520
"2021-03-01","NE",2082,,0,,6106,6106,158,4,,,764460,456,,,2137624,,,200946,,98,0,,,,,233457,155333,,0,2373731,2529,,,,,965935,556,2373731,2529
"2021-02-28","NE",2082,,0,,6102,6102,151,3,,,764004,598,,,2135250,,,200848,,167,0,,,,,233302,154909,,0,2371202,5076,,,,,965379,767,2371202,5076
"2021-02-27","NE",2082,,4,,6099,6099,154,11,,,763406,1160,,,2130434,,,200681,,278,0,,,,,233075,154339,,0,2366126,9331,,,,,964612,1442,2366126,9331
"2021-02-26","NE",2078,,15,,6088,6088,166,6,,,762246,1405,,,2121457,,,200403,,297,0,,,,,232720,153937,,0,2356795,9342,,,,,963170,1706,2356795,9342
"2021-02-25","NE",2063,,9,,6082,6082,160,23,,,760841,1126,,,2112522,,,200106,,324,0,,,,,232314,153753,,0,2347453,12000,,,,,961464,1450,2347453,12000
"2021-02-24","NE",2054,,4,,6059,6059,178,11,,,759715,1448,,,2101080,,,199782,,380,0,,,,,231778,153585,,0,2335453,12443,,,,,960014,1834,2335453,12443
"2021-02-23","NE",2050,,3,,6048,6048,166,17,,,758267,933,,,2089213,,,199402,,357,0,,,,,231219,142336,,0,2323010,6612,,,,,958180,1288,2323010,6612
"2021-02-22","NE",2047,,0,,6031,6031,161,-3,,,757334,342,,,2082984,,,199045,,96,0,,,,,230838,142336,,0,2316398,2001,,,,,956892,440,2316398,2001
