"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","IL",23014,20763,12,2251,,,1141,0,,255,,0,,,,,112,1198335,,1068,0,,,,,,,,0,18640190,68094,,,,,,0,18640190,68094
"2021-03-06","IL",23002,20750,56,2252,,,1210,0,,261,,0,,,,,108,1197267,,2565,0,,,,,,,,0,18572096,79248,,,,,,0,18572096,79248
"2021-03-05","IL",22946,20700,44,2246,,,1166,0,,263,,0,,,,,121,1194702,,1442,0,,,,,,,,0,18492848,103336,,,,,,0,18492848,103336
"2021-03-04","IL",22902,20668,49,2234,,,1200,0,,260,,0,,,,,128,1193260,,1740,0,,,,,,,,0,18389512,73990,,,,,,0,18389512,73990
"2021-03-03","IL",22853,20626,50,2227,,,1260,0,,275,,0,,,,,138,1191520,,2104,0,,,,,,,,0,18315522,80854,,,,,,0,18315522,80854
"2021-03-02","IL",22803,20583,44,2220,,,1231,0,,281,,0,,,,,148,1189416,,1577,0,,,,,,,,0,18234668,56181,,,,,,0,18234668,56181
"2021-03-01","IL",22759,20536,24,2223,,,1288,0,,308,,0,,,,,148,1187839,,1143,0,,,,,,,,0,18178487,42234,,,,,,0,18178487,42234
"2021-02-28","IL",22735,20516,25,2219,,,1265,0,,303,,0,,,,,150,1186696,,1249,0,,,,,,,,0,18136253,66500,,,,,,0,18136253,66500
"2021-02-27","IL",22710,20494,35,2216,,,1353,0,,312,,0,,,,,160,1185447,,1780,0,,,,,,,,0,18069753,81668,,,,,,0,18069753,81668
"2021-02-26","IL",22675,20460,68,2215,,,1393,0,,336,,0,,,,,174,1183667,,2441,0,,,,,,,,0,17988085,92256,,,,,,0,17988085,92256
"2021-02-25","IL",22607,20406,32,2201,,,1463,0,,334,,0,,,,,168,1181226,,1884,0,,,,,,,,0,17895829,91292,,,,,,0,17895829,91292
"2021-02-24","IL",22575,20374,47,2201,,,1511,0,,338,,0,,,,,172,1179342,,2022,0,,,,,,,,0,17804537,82976,,,,,,0,17804537,82976
"2021-02-23","IL",22528,20330,22,2198,,,1488,0,,361,,0,,,,,172,1177320,,1665,0,,,,,,,,0,17721561,61400,,,,,,0,17721561,61400
"2021-02-22","IL",22506,20303,40,2203,,,1504,0,,377,,0,,,,,169,1175655,,1246,0,,,,,,,,0,17660161,37361,,,,,,0,17660161,37361
"2021-02-21","IL",22466,20269,40,2197,,,1468,0,,356,,0,,,,,170,1174409,,1585,0,,,,,,,,0,17622800,75269,,,,,,0,17622800,75269
"2021-02-20","IL",22426,20234,58,2192,,,1551,0,,351,,0,,,,,171,1172824,,1922,0,,,,,,,,0,17547531,73212,,,,,,0,17547531,73212
"2021-02-19","IL",22368,20192,71,2176,,,1596,0,,366,,0,,,,,190,1170902,,2219,0,,,,,,,,0,17474319,85963,,,,,,0,17474319,85963
"2021-02-18","IL",22297,20129,73,2168,,,1655,0,,386,,0,,,,,184,1168683,,1966,0,,,,,,,,0,17388356,67542,,,,,,0,17388356,67542
"2021-02-17","IL",22224,20057,25,2167,,,1719,0,,375,,0,,,,,176,1166717,,1795,0,,,,,,,,0,17320814,49937,,,,,,0,17320814,49937
"2021-02-16","IL",22199,20034,33,2165,,,1726,0,,385,,0,,,,,179,1164922,,1348,0,,,,,,,,0,17270877,46630,,,,,,0,17270877,46630
"2021-02-15","IL",22166,20002,45,2164,,,1789,0,,389,,0,,,,,184,1163574,,1420,0,,,,,,,,0,17224247,52389,,,,,,0,17224247,52389
"2021-02-14","IL",22121,19961,34,2160,,,1777,0,,373,,0,,,,,189,1162154,,1631,0,,,,,,,,0,17171858,64949,,,,,,0,17171858,64949
"2021-02-13","IL",22087,19926,60,2161,,,1892,0,,425,,0,,,,,202,1160523,,2092,0,,,,,,,,0,17106909,84990,,,,,,0,17106909,84990
"2021-02-12","IL",22027,19873,42,2154,,,1910,0,,437,,0,,,,,211,1158431,,2598,0,,,,,,,,0,17021919,103009,,,,,,0,17021919,103009
"2021-02-11","IL",21985,19841,116,2144,,,1954,0,,448,,0,,,,,227,1155833,,2838,0,,,,,,,,0,16918910,96525,,,,,,0,16918910,96525
"2021-02-10","IL",21869,19739,67,2130,,,2082,0,,464,,0,,,,,232,1152995,,2825,0,,,,,,,,0,16822385,82885,,,,,,0,16822385,82885
"2021-02-09","IL",21802,19686,23,2116,,,2117,0,,497,,0,,,,,240,1150170,,2082,0,,,,,,,,0,16739500,55705,,,,,,0,16739500,55705
"2021-02-08","IL",21779,19668,41,2111,,,2161,0,,469,,0,,,,,251,1148088,,1747,0,,,,,,,,0,16683795,47210,,,,,,0,16683795,47210
"2021-02-07","IL",21738,19633,62,2105,,,2188,0,,507,,0,,,,,245,1146341,,2060,0,,,,,,,,0,16636585,81550,,,,,,0,16636585,81550
"2021-02-06","IL",21676,19585,73,2091,,,2271,0,,485,,0,,,,,246,1144281,,3062,0,,,,,,,,0,16555035,90295,,,,,,0,16555035,90295
"2021-02-05","IL",21603,19526,106,2077,,,2318,0,,491,,0,,,,,254,1141219,,3660,0,,,,,,,,0,16464740,105085,,,,,,0,16464740,105085
"2021-02-04","IL",21497,19444,77,2053,,,2341,0,,513,,0,,,,,265,1137559,,3328,0,,,,,,,,0,16359655,101307,,,,,,0,16359655,101307
