"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","PA",24349,,32,,,,1587,0,,314,3942124,6592,,,,,183,948643,814540,1658,0,,,,,,861756,10681716,52432,10681716,52432,,,,,4756664,8073,,0
"2021-03-06","PA",24317,,55,,,,1513,0,,314,3935532,9494,,,,,171,946985,813059,2789,0,,,,,,859218,10629284,0,10629284,0,,,,,4748591,11534,,0
"2021-03-05","PA",24262,,43,,,,1587,0,,325,3926038,10767,,,,,173,944196,811019,2757,0,,,,,,859218,10629284,59517,10629284,59517,,,,,4737057,12998,,0
"2021-03-04","PA",24219,,50,,,,1628,0,,350,3915271,8736,,,,,177,941439,808788,3028,0,,,,,,856709,10569767,55306,10569767,55306,,,,,4724059,10836,,0
"2021-03-03","PA",24169,,69,,,,1648,0,,357,3906535,8368,,,,,186,938411,806688,2577,0,,,,,,844569,10514461,38138,10514461,38138,,,,,4713223,10204,,0
"2021-03-02","PA",24100,,74,,,,1670,0,,354,3898167,8325,,,,,190,935834,804852,2564,0,,,,,,851608,10476323,33165,10476323,33165,,,,,4703019,10168,,0
"2021-03-01","PA",24026,,5,,,,1715,0,,366,3889842,5256,,,,,203,933270,803009,1628,0,,,,,,849275,10443158,64369,10443158,64369,,,,,4692851,6520,,0
"2021-02-28","PA",24021,,84,,,,1720,0,,374,3884586,8370,,,,,211,931642,801745,1945,0,,,,,,836727,10378789,0,10378789,0,,,,,4686331,10075,,0
"2021-02-27","PA",23937,,0,,,,1785,0,,386,3876216,12281,,,,,209,929697,800040,3361,0,,,,,,836727,10378789,65055,10378789,65055,,,,,4676256,15011,,0
"2021-02-26","PA",23937,,69,,,,1897,0,,403,3863935,11489,,,,,218,926336,797310,3346,0,,,,,,833702,10313734,68766,10313734,68766,,,,,4661245,14211,,0
"2021-02-25","PA",23868,,81,,,,1962,0,,421,3852446,8653,,,,,229,922990,794588,2356,0,,,,,,830691,10244968,54200,10244968,54200,,,,,4647034,10539,,0
"2021-02-24","PA",23787,,76,,,,1972,0,,433,3843793,9323,,,,,239,920634,792702,2786,0,,,,,,828570,10190768,39966,10190768,39966,,,,,4636495,11297,,0
"2021-02-23","PA",23711,,97,,,,1963,0,,418,3834470,7311,,,,,240,917848,790728,2830,0,,,,,,816884,10150802,28822,10150802,28822,,,,,4625198,9325,,0
"2021-02-22","PA",23614,,17,,,,1963,0,,418,3827159,4513,,,,,240,915018,788714,1521,0,,,,,,814366,10121980,51198,10121980,51198,,,,,4615873,5613,,0
"2021-02-21","PA",23597,,27,,,,1959,0,,421,3822646,6868,,,,,253,913497,787614,1906,0,,,,,,811315,10070782,0,10070782,0,,,,,4610260,8351,,0
"2021-02-20","PA",23570,,90,,,,2060,0,,443,3815778,8051,,,,,259,911591,786131,2818,0,,,,,,811315,10070782,38280,10070782,38280,,,,,4601909,10276,,0
"2021-02-19","PA",23480,,67,,,,2061,0,,441,3807727,7811,,,,,266,908773,783906,2778,0,,,,,,799720,10032502,41222,10032502,41222,,,,,4591633,9829,,0
"2021-02-18","PA",23413,,94,,,,2124,0,,467,3799916,8895,,,,,255,905995,781888,3345,0,,,,,,797275,9991280,45870,9991280,45870,,,,,4581804,11145,,0
"2021-02-17","PA",23319,,193,,,,2174,0,,465,3791021,7922,,,,,255,902650,779638,3413,0,,,,,,794332,9945410,34524,9945410,34524,,,,,4570659,10383,,0
"2021-02-16","PA",23126,,7,,,,2356,0,,491,3783099,7712,,,,,271,899237,777177,2377,0,,,,,,791328,9910886,111004,9910886,111004,,,,,4560276,9584,,0
"2021-02-15","PA",23119,,23,,,,2447,0,,504,3775387,7281,,,,,265,896860,775305,1945,0,,,,,,776339,9799882,0,9799882,0,,,,,4550692,8972,,0
"2021-02-14","PA",23096,,24,,,,2348,0,,503,3768106,10202,,,,,263,894915,773614,2571,0,,,,,,776339,9799882,0,9799882,0,,,,,4541720,12364,,0
"2021-02-13","PA",23072,,113,,,,2452,0,,489,3757904,13578,,,,,271,892344,771452,4088,0,,,,,,776339,9799882,72154,9799882,72154,,,,,4529356,16945,,0
"2021-02-12","PA",22959,,99,,,,2548,0,,496,3744326,8550,,,,,286,888256,768085,3987,0,,,,,,772782,9727728,41801,9727728,41801,,,,,4512411,11887,,0
"2021-02-11","PA",22860,,115,,,,2687,0,,538,3735776,10540,,,,,301,884269,764748,3978,0,,,,,,760471,9685927,51505,9685927,51505,,,,,4500524,13583,,0
"2021-02-10","PA",22745,,125,,,,2789,0,,569,3725236,7567,,,,,293,880291,761705,3378,0,,,,,,757050,9634422,34200,9634422,34200,,,,,4486941,9806,,0
"2021-02-09","PA",22620,,149,,,,2890,0,,574,3717669,8557,,,,,304,876913,759466,4088,0,,,,,,745376,9600222,140760,9600222,140760,,,,,4477135,11498,,0
"2021-02-08","PA",22471,,4,,,,2881,0,,565,3709112,8084,,,,,296,872825,756525,2504,0,,,,,,735763,9459462,0,9459462,0,,,,,4465637,10369,,0
"2021-02-07","PA",22467,,71,,,,2913,0,,592,3701028,12843,,,,,329,870321,754240,4717,0,,,,,,735763,9459462,0,9459462,0,,,,,4455268,17098,,0
"2021-02-06","PA",22396,,157,,,,2934,0,,609,3688185,9961,,,,,338,865604,749985,3930,0,,,,,,735763,9459462,51745,9459462,51745,,,,,4438170,13108,,0
"2021-02-05","PA",22239,,138,,,,3041,0,,644,3678224,7420,,,,,371,861674,746838,4688,0,,,,,,723806,9407717,40532,9407717,40532,,,,,4425062,10183,,0
"2021-02-04","PA",22101,,146,,,,3138,0,,653,3670804,8302,,,,,374,856986,744075,3370,0,,,,,,719868,9367185,37294,9367185,37294,,,,,4414879,10760,,0
"2021-02-03","PA",21955,,143,,,,3224,0,,657,3662502,5873,,,,,378,853616,741617,3128,0,,,,,,708501,9329891,22984,9329891,22984,,,,,4404119,8157,,0
"2021-02-02","PA",21812,,125,,,,3281,0,,669,3656629,9981,,,,,380,850488,739333,4410,0,,,,,,697400,9306907,42303,9306907,42303,,,,,4395962,13078,,0
"2021-02-01","PA",21687,,26,,,,3280,0,,650,3646648,9497,,,,,420,846078,736236,2854,0,,,,,,693783,9264604,35893,9264604,35893,,,,,4382884,11990,,0
"2021-01-31","PA",21661,,59,,,,3370,0,,695,3637151,13023,,,,,428,843224,733743,3985,0,,,,,,688175,9228711,54810,9228711,54810,,,,,4370894,16584,,0
"2021-01-30","PA",21602,,140,,,,3551,0,,724,3624128,12762,,,,,451,839239,730182,5191,0,,,,,,688175,9173901,62000,9173901,62000,,,,,4354310,16913,,0
"2021-01-29","PA",21462,,159,,,,3586,0,,699,3611366,10401,,,,,425,834048,726031,9643,0,,,,,,675578,9111901,60973,9111901,60973,,,,,4337397,14385,,0
"2021-01-28","PA",21303,,198,,,,3691,0,,753,3600965,10781,,,,,435,824405,722047,6036,0,,,,,,667768,9050928,53378,9050928,53378,,,,,4323012,14442,,0
"2021-01-27","PA",21105,,222,,,,3768,0,,759,3590184,10333,,,,,447,818369,718386,5874,0,,,,,,654695,8997550,42801,8997550,42801,,,,,4308570,14476,,0
"2021-01-26","PA",20883,,219,,,,3790,0,,760,3579851,10411,,,,,436,812495,714243,4628,0,,,,,,641871,8954749,45513,8954749,45513,,,,,4294094,14198,,0
"2021-01-25","PA",20664,,55,,,,3887,0,,770,3569440,10776,,,,,461,807867,710456,3934,0,,,,,,638214,8909236,39402,8909236,39402,,,,,4279896,13877,,0
"2021-01-24","PA",20609,,83,,,,3910,0,,790,3558664,11754,,,,,492,803933,707355,3976,0,,,,,,631966,8869834,51189,8869834,51189,,,,,4266019,15201,,0
"2021-01-23","PA",20526,,205,,,,3997,0,,803,3546910,13149,,,,,479,799957,703908,5785,0,,,,,,631966,8818645,62160,8818645,62160,,,,,4250818,17886,,0
"2021-01-22","PA",20321,,193,,,,4169,0,,822,3533761,12925,,,,,507,794172,699171,5338,0,,,,,,627395,8756485,62221,8756485,62221,,,,,4232932,17604,,0
"2021-01-21","PA",20128,,260,,,,4758,0,,851,3520836,13744,,,,,530,788834,694492,5664,0,,,,,,615290,8694264,55657,8694264,55657,,,,,4215328,18323,,0
"2021-01-20","PA",19868,,401,,,,4882,0,,889,3507092,12813,,,,,546,783170,689913,5984,0,,,,,,610872,8638607,53928,8638607,53928,,,,,4197005,17181,,0
"2021-01-19","PA",19467,,77,,,,4593,0,,918,3494279,12563,,,,,564,777186,685545,5341,0,,,,,,598433,8584679,47779,8584679,47779,,,,,4179824,16647,,0
"2021-01-18","PA",19390,,80,,,,4582,0,,950,3481716,10710,,,,,583,771845,681461,4045,0,,,,,,594320,8536900,42055,8536900,42055,,,,,4163177,14397,,0
"2021-01-17","PA",19310,,122,,,,4614,0,,945,3471006,15775,,,,,589,767800,677774,6023,0,,,,,,578950,8494845,60944,8494845,60944,,,,,4148780,21110,,0
"2021-01-16","PA",19188,,231,,,,4743,0,,962,3455231,14737,,,,,594,761777,672439,7166,0,,,,,,578950,8433901,65053,8433901,65053,,,,,4127670,20655,,0
"2021-01-15","PA",18957,,215,,,,4848,0,,1010,3440494,12519,,,,,604,754611,666521,6047,0,,,,,,573504,8368848,61226,8368848,61226,,,,,4107015,17340,,0
"2021-01-14","PA",18742,,313,,,,4980,0,,1013,3427975,11603,,,,,626,748564,661700,7175,0,,,,,,568908,8307622,52579,8307622,52579,,,,,4089675,17172,,0
"2021-01-13","PA",18429,,349,,,,5069,0,,1035,3416372,13212,,,,,645,741389,656131,7960,0,,,,,,556041,8255043,56546,8255043,56546,,,,,4072503,19227,,0
"2021-01-12","PA",18080,,227,,,,5204,0,,1060,3403160,10914,,,,,639,733429,650116,7275,0,,,,,,542737,8198497,52516,8198497,52516,,,,,4053276,16573,,0
"2021-01-11","PA",17853,,83,,,,5232,0,,1070,3392246,10783,,,,,663,726154,644457,5338,0,,,,,,537353,8145981,39353,8145981,39353,,,,,4036703,15727,,0
"2021-01-10","PA",17770,,103,,,,5201,0,,1062,3381463,13870,,,,,640,720816,639513,7506,0,,,,,,520490,8106628,58042,8106628,58042,,,,,4020976,20448,,0
"2021-01-09","PA",17667,,273,,,,5298,0,,1081,3367593,15216,,,,,611,713310,632935,10045,0,,,,,,520490,8048586,72839,8048586,72839,,,,,4000528,23463,,0
"2021-01-08","PA",17394,,215,,,,5318,0,,1092,3352377,14661,,,,,600,703265,624688,10178,0,,,,,,513383,7975747,70945,7975747,70945,,,,,3977065,22830,,0
"2021-01-07","PA",17179,,265,,,,5491,0,,1113,3337716,10760,,,,,625,693087,616519,9698,0,,,,,,499022,7904802,51502,7904802,51502,,,,,3954235,17374,,0
"2021-01-06","PA",16914,,368,,,,5613,0,,1120,3326956,11822,,,,,673,683389,609905,9474,0,,,,,,485206,7853300,58751,7853300,58751,,,,,3936861,18852,,0
"2021-01-05","PA",16546,,185,,,,5684,0,,1148,3315134,13948,,,,,700,673915,602875,8818,0,,,,,,471740,7794549,58741,7794549,58741,,,,,3918009,21227,,0
"2021-01-04","PA",16361,,66,,,,5630,0,,1182,3301186,3874,,,,,678,665097,595596,3226,0,,,,,,465567,7735808,20299,7735808,20299,,,,,3896782,6095,,0
"2021-01-03","PA",16295,,56,,,,5529,0,,1149,3297312,7804,,,,,674,661871,593375,4579,0,,,,,,453531,7715509,40499,7715509,40499,,,,,3890687,11966,,0
"2021-01-02","PA",16239,,25,,,,5460,0,,1159,3289508,14303,,,,,649,657292,589213,9253,0,,,,,,453531,7675010,67346,7675010,67346,,,,,3878721,22256,,0
"2021-01-01","PA",16214,,236,,,,5624,0,,1172,3275205,10076,,,,,661,648039,581260,7714,0,,,,,,429017,7607664,52987,7607664,52987,,,,,3856465,16972,,0
