"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","SD",1900,,2,,6705,6705,72,13,,9,314540,524,,,,,6,113589,100690,211,0,,,,,105096,109531,,0,701924,1275,,,,,428129,735,701924,1275
"2021-03-06","SD",1898,,2,,6692,6692,74,11,,10,314016,756,,,,,7,113378,100533,149,0,,,,,105003,109371,,0,700649,2193,,,,,427394,905,700649,2193
"2021-03-05","SD",1896,,0,,6681,6681,74,17,,16,313260,839,,,,,8,113229,100412,164,0,,,,,104870,109237,,0,698456,1800,,,,,426489,1003,698456,1800
"2021-03-04","SD",1896,,3,,6664,6664,87,10,,17,312421,909,,,,,10,113065,100284,232,0,,,,,105443,109113,,0,696656,1773,,,,,425486,1141,696656,1773
"2021-03-03","SD",1893,,5,,6654,6654,97,14,,16,311512,701,,,,,8,112833,100146,181,0,,,,,105291,108947,,0,694883,2025,,,,,424345,882,694883,2025
"2021-03-02","SD",1888,,0,,6640,6640,92,8,,13,310811,464,,,,,10,112652,100014,182,0,,,,,105106,108789,,0,692858,537,,,,,423463,646,692858,537
"2021-03-01","SD",1888,,0,,6632,6632,92,6,,15,310347,225,,,,,7,112470,99873,43,0,,,,,105054,108664,,0,692321,629,,,,,422817,268,692321,629
"2021-02-28","SD",1888,,2,,6626,6626,89,16,,15,310122,388,,,,,9,112427,99836,134,0,,,,,104997,108606,,0,691692,1353,,,,,422549,522,691692,1353
"2021-02-27","SD",1886,,7,,6610,6610,91,19,,22,309734,553,,,,,10,112293,99744,186,0,,,,,104876,108497,,0,690339,1664,,,,,422027,739,690339,1664
"2021-02-26","SD",1879,,7,,6591,6591,96,2,,21,309181,580,,,,,8,112107,99603,143,0,,,,,104757,108284,,0,688675,1917,,,,,421288,723,688675,1917
"2021-02-25","SD",1872,,8,,6589,6589,100,19,,20,308601,582,,,,,12,111964,99499,156,0,,,,,104622,108144,,0,686758,1695,,,,,420565,738,686758,1695
"2021-02-24","SD",1864,,1,,6570,6570,102,22,,17,308019,778,,,,,9,111808,99358,262,0,,,,,104479,108053,,0,685063,2103,,,,,419827,1040,685063,2103
"2021-02-23","SD",1863,,0,,6548,6548,91,11,,17,307241,671,,,,,10,111546,99175,212,0,,,,,104245,107745,,0,682960,312,,,,,418787,883,682960,312
"2021-02-22","SD",1863,,0,,6537,6537,91,13,,10,306570,99,,,,,7,111334,99006,30,0,,,,,104210,107538,,0,682648,467,,,,,417904,129,682648,467
"2021-02-21","SD",1863,,4,,6524,6524,90,15,,17,306471,301,,,,,9,111304,98986,139,0,,,,,104179,107475,,0,682181,1478,,,,,417775,440,682181,1478
"2021-02-20","SD",1859,,6,,6509,6509,95,17,,17,306170,646,,,,,9,111165,98880,147,0,,,,,104059,107309,,0,680703,1895,,,,,417335,793,680703,1895
"2021-02-19","SD",1853,,6,,6492,6492,91,17,,12,305524,573,,,,,9,111018,98775,147,0,,,,,103964,107137,,0,678808,1655,,,,,416542,720,678808,1655
"2021-02-18","SD",1847,,3,,6475,6475,92,9,,10,304951,747,,,,,10,110871,98648,186,0,,,,,103835,106956,,0,677153,1543,,,,,415822,933,677153,1543
"2021-02-17","SD",1844,,0,,6466,6466,94,5,,11,304204,286,,,,,4,110685,98499,92,0,,,,,103695,106769,,0,675610,1127,,,,,414889,378,675610,1127
"2021-02-16","SD",1844,,0,,6461,6461,97,15,,10,303918,510,,,,,16,110593,98407,217,0,,,,,103588,106545,,0,674483,607,,,,,414511,727,674483,607
"2021-02-15","SD",1844,,0,,6446,6446,86,8,,12,303408,275,,,,,16,110376,98253,61,0,,,,,103532,106440,,0,673876,918,,,,,413784,336,673876,918
"2021-02-14","SD",1844,,6,,6438,6438,87,7,,12,303133,490,,,,,16,110315,98208,110,0,,,,,103461,106398,,0,672958,1483,,,,,413448,600,672958,1483
"2021-02-13","SD",1838,,7,,6431,6431,82,6,,12,302643,535,,,,,13,110205,98106,137,0,,,,,103366,106248,,0,671475,1663,,,,,412848,672,671475,1663
"2021-02-12","SD",1831,,2,,6425,6425,84,14,,13,302108,662,,,,,11,110068,98010,209,0,,,,,103250,106057,,0,669812,2645,,,,,412176,871,669812,2645
"2021-02-11","SD",1829,,14,,6411,6411,104,14,,17,301446,1385,,,,,6,109859,97852,279,0,,,,,103075,105821,,0,667167,3040,,,,,411305,1664,667167,3040
"2021-02-10","SD",1815,,6,,6397,6397,109,10,,20,300061,1089,,,,,12,109580,97672,175,0,,,,,102950,105614,,0,664127,1531,,,,,409641,1264,664127,1531
"2021-02-09","SD",1809,,0,,6387,6387,109,10,,18,298972,459,,,,,13,109405,97556,122,0,,,,,102829,105352,,0,662596,633,,,,,408377,581,662596,633
"2021-02-08","SD",1809,,0,,6377,6377,112,7,,19,298513,279,,,,,12,109283,97449,54,0,,,,,102785,105166,,0,661963,1033,,,,,407796,333,661963,1033
"2021-02-07","SD",1809,,5,,6370,6370,113,11,,25,298234,412,,,,,15,109229,97406,97,0,,,,,102714,105104,,0,660930,1384,,,,,407463,509,660930,1384
"2021-02-06","SD",1804,,6,,6359,6359,115,13,,25,297822,648,,,,,15,109132,97342,188,0,,,,,102622,104956,,0,659546,1526,,,,,406954,836,659546,1526
"2021-02-05","SD",1798,,10,,6346,6346,121,12,,27,297174,583,,,,,17,108944,97221,131,0,,,,,102524,104716,,0,658020,2038,,,,,406118,714,658020,2038
"2021-02-04","SD",1788,,6,,6334,6334,126,13,,23,296591,863,,,,,17,108813,97115,174,0,,,,,102434,104508,,0,655982,1703,,,,,405404,1037,655982,1703
"2021-02-03","SD",1782,,3,,6321,6321,133,17,,25,295728,752,,,,,13,108639,96989,208,0,,,,,102305,104305,,0,654279,1599,,,,,404367,960,654279,1599
"2021-02-02","SD",1779,,1,,6304,6304,131,10,,21,294976,408,,,,,17,108431,96847,116,0,,,,,102173,104052,,0,652680,593,,,,,403407,524,652680,593
"2021-02-01","SD",1778,,0,,6294,6294,126,4,,27,294568,205,,,,,20,108315,96735,65,0,,,,,102120,103709,,0,652087,974,,,,,402883,270,652087,974
"2021-01-31","SD",1778,,3,,6290,6290,125,4,,25,294363,816,,,,,19,108250,96683,180,0,,,,,102024,103639,,0,651113,1720,,,,,402613,996,651113,1720
"2021-01-30","SD",1775,,7,,6286,6286,145,14,,35,293547,678,,,,,27,108070,96549,115,0,,,,,101886,103401,,0,649393,1657,,,,,401617,793,649393,1657
"2021-01-29","SD",1768,,5,,6272,6272,152,8,,41,292869,594,,,,,28,107955,96460,160,0,,,,,101811,103127,,0,647736,2177,,,,,400824,754,647736,2177
"2021-01-28","SD",1763,,24,,6264,6264,161,22,,38,292275,673,,,,,28,107795,96327,187,0,,,,,101656,102895,,0,645559,1421,,,,,400070,860,645559,1421
"2021-01-27","SD",1739,,34,,6242,6242,161,26,,36,291602,792,,,,,25,107608,96190,228,0,,,,,101543,102631,,0,644138,1585,,,,,399210,1020,644138,1585
"2021-01-26","SD",1705,,0,,6216,6216,152,15,,40,290810,469,,,,,24,107380,96021,200,0,,,,,101401,102247,,0,642553,685,,,,,398190,669,642553,685
"2021-01-25","SD",1705,,0,,6201,6201,161,8,,37,290341,250,,,,,26,107180,95865,32,0,,,,,101333,101797,,0,641868,1095,,,,,397521,282,641868,1095
"2021-01-24","SD",1705,,9,,6193,6193,162,16,,36,290091,634,,,,,27,107148,95841,185,0,,,,,101238,101438,,0,640773,1893,,,,,397239,819,640773,1893
"2021-01-23","SD",1696,,12,,6177,6177,172,18,,42,289457,696,,,,,27,106963,95683,247,0,,,,,101058,101246,,0,638880,1907,,,,,396420,943,638880,1907
"2021-01-22","SD",1684,,11,,6159,6159,177,26,,37,288761,646,,,,,25,106716,95473,316,0,,,,,100883,100942,,0,636973,2151,,,,,395477,962,636973,2151
"2021-01-21","SD",1673,,6,,6133,6133,185,24,,38,288115,835,,,,,26,106400,95221,337,0,,,,,100674,100638,,0,634822,2210,,,,,394515,1172,634822,2210
"2021-01-20","SD",1667,,0,,6109,6109,195,17,,41,287280,741,,,,,28,106063,94967,277,0,,,,,100440,100293,,0,632612,1138,,,,,393343,1018,632612,1138
"2021-01-19","SD",1667,,0,,6092,6092,200,10,,35,286539,334,,,,,27,105786,94764,127,0,,,,,100294,99887,,0,631474,794,,,,,392325,461,631474,794
"2021-01-18","SD",1667,,11,,6082,6082,203,19,,37,286205,327,,,,,30,105659,94652,115,0,,,,,100220,99379,,0,630680,1349,,,,,391864,442,630680,1349
"2021-01-17","SD",1656,,23,,6063,6063,213,24,,45,285878,636,,,,,39,105544,94557,266,0,,,,,100086,99226,,0,629331,1896,,,,,391422,902,629331,1896
"2021-01-16","SD",1633,,4,,6039,6039,209,16,,44,285242,671,,,,,33,105278,94366,341,0,,,,,99904,98808,,0,627435,2324,,,,,390520,1012,627435,2324
"2021-01-15","SD",1629,,15,,6023,6023,227,25,,53,284571,911,,,,,40,104937,94113,425,0,,,,,99600,98576,,0,625111,2513,,,,,389508,1336,625111,2513
"2021-01-14","SD",1614,,10,,5998,5998,247,20,,56,283660,556,,,,,31,104512,93814,317,0,,,,,99353,98170,,0,622598,2278,,,,,388172,873,622598,2278
"2021-01-13","SD",1604,,19,,5978,5978,253,35,,62,283104,1465,,,,,33,104195,93580,452,0,,,,,99111,97829,,0,620320,2344,,,,,387299,1917,620320,2344
"2021-01-12","SD",1585,,0,,5943,5943,240,26,,57,281639,426,,,,,32,103743,93276,244,0,,,,,98866,97407,,0,617976,871,,,,,385382,670,617976,871
"2021-01-11","SD",1585,,0,,5917,5917,242,13,,49,281213,370,,,,,30,103499,93098,181,0,,,,,98766,96812,,0,617105,1599,,,,,384712,551,617105,1599
"2021-01-10","SD",1585,,15,,5904,5904,237,33,,54,280843,651,,,,,31,103318,92967,417,0,,,,,98618,96693,,0,615506,1810,,,,,384161,1068,615506,1810
"2021-01-09","SD",1570,,14,,5871,5871,234,20,,55,280192,980,,,,,30,102901,92726,321,0,,,,,98380,96291,,0,613696,2906,,,,,383093,1301,613696,2906
"2021-01-08","SD",1556,,12,,5851,5851,247,22,,59,279212,1110,,,,,37,102580,92489,448,0,,,,,98124,95783,,0,610790,2848,,,,,381792,1558,610790,2848
"2021-01-07","SD",1544,,25,,5829,5829,264,24,,56,278102,745,,,,,36,102132,92166,448,0,,,,,97815,94513,,0,607942,2228,,,,,380234,1193,607942,2228
"2021-01-06","SD",1519,,6,,5805,5805,264,41,,56,277357,1071,,,,,33,101684,91875,608,0,,,,,97434,93778,,0,605714,2322,,,,,379041,1679,605714,2322
"2021-01-05","SD",1513,,0,,5764,5764,270,22,,56,276286,573,,,,,35,101076,91455,433,0,,,,,97052,93529,,0,603392,932,,,,,377362,1006,603392,932
"2021-01-04","SD",1513,,0,,5742,5742,268,10,,55,275713,290,,,,,37,100643,91113,111,0,,,,,96881,93099,,0,602460,1234,,,,,376356,401,602460,1234
"2021-01-03","SD",1513,,12,,5732,5732,262,30,,54,275423,1306,,,,,33,100532,91027,703,0,,,,,96685,93031,,0,601226,1259,,,,,375955,2009,601226,1259
"2021-01-02","SD",1501,,13,,5702,5702,282,30,,59,274117,641,,,,,40,99829,90544,665,0,,,,,96498,92595,,0,599967,2681,,,,,373946,1306,599967,2681
"2021-01-01","SD",1488,,0,,5672,5672,297,0,,62,273476,0,,,,,46,99164,90050,0,0,,,,,96130,91980,,0,597286,2410,,,,,372640,0,597286,2410
"2020-12-31","SD",1488,,24,,5672,5672,297,33,,62,273476,737,,,,,46,99164,90050,444,0,,,,,95731,91980,,0,594876,2222,,,,,372640,1181,594876,2222
"2020-12-30","SD",1464,,18,,5639,5639,293,34,,57,272739,738,,,,,43,98720,89725,562,0,,,,,95386,91527,,0,592654,2196,,,,,371459,1300,592654,2196
"2020-12-29","SD",1446,,0,,5605,5605,303,22,,62,272001,389,,,,,44,98158,89314,501,0,,,,,94974,90974,,0,590458,916,,,,,370159,890,590458,916
"2020-12-28","SD",1446,,0,,5583,5583,288,22,,60,271612,217,,,,,35,97657,88894,267,0,,,,,94793,89688,,0,589542,935,,,,,369269,484,589542,935
"2020-12-27","SD",1446,,0,,5561,5561,274,28,,62,271395,577,,,,,29,97390,88648,427,0,,,,,94613,89249,,0,588607,910,,,,,368785,1004,588607,910
"2020-12-26","SD",1446,,16,,5533,5533,289,30,,65,270818,854,,,,,41,96963,88297,417,0,,,,,94483,88428,,0,587697,1754,,,,,367781,1271,587697,1754
"2020-12-25","SD",1430,,0,,5503,5503,312,0,,68,269964,0,,,,,36,96546,88003,0,0,,,,,94251,88018,,0,585943,2427,,,,,366510,0,585943,2427
"2020-12-24","SD",1430,,41,,5503,5503,312,11,,68,269964,878,,,,,36,96546,88003,506,0,,,,,93957,88018,,0,583516,2733,,,,,366510,1384,583516,2733
"2020-12-23","SD",1389,,8,,5492,5492,337,31,,70,269086,997,,,,,39,96040,87630,531,0,,,,,93516,87337,,0,580783,1852,,,,,365126,1528,580783,1852
"2020-12-22","SD",1381,,0,,5461,5461,341,32,,69,268089,843,,,,,38,95509,87252,435,0,,,,,93134,86501,,0,578931,1877,,,,,363598,1278,578931,1877
"2020-12-21","SD",1381,,20,,5429,5429,344,18,,70,267246,688,,,,,31,95074,86934,347,0,,,,,92927,85320,,0,577054,1933,,,,,362320,1035,577054,1933
"2020-12-20","SD",1361,,11,,5411,5411,345,26,,66,266558,712,,,,,36,94727,86631,391,0,,,,,92643,85096,,0,575121,3057,,,,,361285,1103,575121,3057
"2020-12-19","SD",1350,,21,,5385,5385,365,37,,72,265846,1052,,,,,42,94336,86319,564,0,,,,,92231,84490,,0,572064,2374,,,,,360182,1616,572064,2374
"2020-12-18","SD",1329,,28,,5348,5348,387,31,,73,264794,1075,,,,,41,93772,85910,575,0,,,,,91858,83670,,0,569690,2493,,,,,358566,1650,569690,2493
"2020-12-17","SD",1301,,1,,5317,5317,406,52,,77,263719,708,,,,,41,93197,85474,594,0,,,,,91401,83140,,0,567197,4919,,,,,356916,1302,567197,4919
"2020-12-16","SD",1300,,39,,5265,5265,412,23,,81,263011,1428,,,,,25,92603,84967,904,0,,,,,90483,80316,,0,562278,913,,,,,355614,2332,562278,913
"2020-12-15","SD",1261,,2,,5242,5242,435,42,,77,261583,390,,,,,41,91699,84290,345,0,,,,,90245,78919,,0,561365,1685,,,,,353282,735,561365,1685
"2020-12-14","SD",1259,,0,,5200,5200,441,26,,83,261193,375,,,,,50,91354,83986,316,0,,,,,89984,77472,,0,559680,1718,,,,,352547,691,559680,1718
"2020-12-13","SD",1259,,16,,5174,5174,436,49,,82,260818,1010,,,,,53,91038,83714,631,0,,,,,89704,77032,,0,557962,3496,,,,,351856,1641,557962,3496
"2020-12-12","SD",1243,,33,,5125,5125,452,39,,89,259808,1111,,,,,58,90407,83225,735,0,,,,,89172,76247,,0,554466,3587,,,,,350215,1846,554466,3587
"2020-12-11","SD",1210,,33,,5086,5086,467,61,,91,258697,1224,,,,,55,89672,82606,945,0,,,,,88547,72840,,0,550879,4321,,,,,348369,2169,550879,4321
"2020-12-10","SD",1177,,30,,5025,5025,491,51,,92,257473,1024,,,,,55,88727,81835,704,0,,,,,87732,71316,,0,546558,1670,,,,,346200,1728,546558,1670
"2020-12-09","SD",1147,,36,,4974,4974,501,53,,102,256449,1064,,,,,56,88023,81280,985,0,,,,,87323,70728,,0,544888,3326,,,,,344472,2049,544888,3326
