"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","NJ",23574,21177,17,2397,64396,64396,1792,58,,376,10186941,0,,,,,232,812609,720939,2519,0,,,,,,,,0,10999550,2519,,,,,,0,10902830,0
"2021-03-06","NJ",23557,21160,36,2397,64338,64338,1862,-916,,382,10186941,0,,,,,233,810090,718873,3720,0,,,,,,,,0,10997031,3720,,,,,,0,10902830,0
"2021-03-05","NJ",23521,21124,30,2397,65254,65254,1881,1117,,389,10186941,90590,,,,,223,806370,715889,3701,0,,,,,,,,0,10993311,94291,,,,,,0,10902830,96433
"2021-03-04","NJ",23491,21094,42,2397,64137,64137,1900,87,,376,10096351,0,,,,,214,802669,712585,3193,0,,,,,,,,0,10899020,3193,,,,,,0,10806397,0
"2021-03-03","NJ",23449,21052,128,2397,64050,64050,1921,133,,403,10096351,112825,,,,,243,799476,710046,3691,0,,,,,,,,0,10895827,116516,,,,,,0,10806397,115772
"2021-03-02","NJ",23321,20990,48,2331,63917,63917,1915,140,,395,9983526,115444,,,,,228,795785,707099,3289,0,,,,,,,,0,10779311,118733,,,,,,0,10690625,122979
"2021-03-01","NJ",23273,20942,21,2331,63777,63777,1865,64,,387,9868082,0,,,,,226,792496,704362,3140,0,,,,,,,,0,10660578,3140,,,,,,0,10567646,0
"2021-02-28","NJ",23252,20921,14,2331,63713,63713,1849,49,,393,9868082,0,,,,,229,789356,701725,2389,0,,,,,,,,0,10657438,2389,,,,,,0,10567646,0
"2021-02-27","NJ",23238,20907,46,2331,63664,63664,1919,104,,404,9868082,60415,,,,,248,786967,699564,4134,0,,,,,,,,0,10655049,64549,,,,,,0,10567646,63979
"2021-02-26","NJ",23192,20861,45,2331,63560,63560,2008,119,,439,9807667,51612,,,,,270,782833,696000,3870,0,,,,,,,,0,10590500,55482,,,,,,0,10503667,54681
"2021-02-25","NJ",23147,20816,70,2331,63441,63441,2032,189,,438,9756055,43950,,,,,268,778963,692931,3577,0,,,,,,,,0,10535018,47527,,,,,,0,10448986,46937
"2021-02-24","NJ",23077,20746,99,2331,63252,63252,2070,62,,435,9712105,37620,,,,,273,775386,689944,3119,0,,,,,,,,0,10487491,40739,,,,,,0,10402049,40178
"2021-02-23","NJ",22978,20689,104,2289,63190,63190,2047,18,,451,9674485,108303,,,,,281,772267,687386,3158,0,,,,,,,,0,10446752,111461,,,,,,0,10361871,117383
"2021-02-22","NJ",22874,20585,16,2289,63172,63172,2023,64,,438,9566182,0,,,,,289,769109,684902,2704,0,,,,,,,,0,10335291,2704,,,,,,0,10244488,0
"2021-02-21","NJ",22858,20569,24,2289,63108,63108,2065,46,,434,9566182,0,,,,,288,766405,682746,2031,0,,,,,,,,0,10332587,2031,,,,,,0,10244488,0
"2021-02-20","NJ",22834,20545,50,2289,63062,63062,2145,104,,454,9566182,0,,,,,290,764374,680937,2876,0,,,,,,,,0,10330556,2876,,,,,,0,10244488,0
