"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","PR",2062,1752,3,310,,,134,0,,21,305972,0,,,395291,,19,101632,93620,305,0,85241,,,,20103,91987,,0,407604,305,,,,,,0,415664,0
"2021-03-06","PR",2059,1749,3,310,,,147,0,,24,305972,0,,,395291,,18,101327,93336,261,0,84115,,,,20103,91987,,0,407299,261,,,,,,0,415664,0
"2021-03-05","PR",2056,1747,3,309,,,136,0,,23,305972,0,,,395291,,18,101066,93114,199,0,83339,,,,20103,91833,,0,407038,199,,,,,,0,415664,0
"2021-03-04","PR",2053,1745,5,308,,,171,0,,23,305972,0,,,395291,,19,100867,92939,102,0,82809,,,,20103,91530,,0,406839,102,,,,,,0,415664,0
"2021-03-03","PR",2048,1741,8,307,,,169,0,,33,305972,0,,,395291,,25,100765,92856,30,0,82667,,,,20103,91338,,0,406737,30,,,,,,0,415664,0
"2021-03-02","PR",2040,1736,3,304,,,162,0,,23,305972,0,,,395291,,24,100735,92834,151,0,82600,,,,20103,91134,,0,406707,151,,,,,,0,415664,0
"2021-03-01","PR",2037,1733,1,304,,,155,0,,23,305972,0,,,395291,,23,100584,92708,287,0,82090,,,,20103,90891,,0,406556,287,,,,,,0,415664,0
"2021-02-28","PR",2036,1733,4,303,,,150,0,,25,305972,0,,,395291,,20,100297,92469,253,0,81239,,,,20103,90896,,0,406269,253,,,,,,0,415664,0
"2021-02-27","PR",2032,1729,9,303,,,174,0,,30,305972,0,,,395291,,19,100044,92262,184,0,80326,,,,20103,90738,,0,406016,184,,,,,,0,415664,0
"2021-02-26","PR",2023,1720,7,303,,,169,0,,28,305972,0,,,395291,,24,99860,92128,241,0,79732,,,,20103,90491,,0,405832,241,,,,,,0,415664,0
