"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","TN",11543,9278,0,2265,18870,18870,851,0,,218,,0,,,6119050,,127,782206,653905,0,0,,140582,,,753695,756793,,0,6872745,0,,1430665,,,,0,6872745,0
"2021-03-06","TN",11543,9278,9,2265,18870,18870,879,33,,223,,0,,,6119050,,127,782206,653905,1312,0,,140582,,,753695,756793,,0,6872745,16164,,1430665,,,,0,6872745,16164
"2021-03-05","TN",11534,9272,33,2262,18837,18837,939,58,,246,,0,,,6103817,,135,780894,653053,1445,0,,139970,,,752764,755474,,0,6856581,21699,,1420353,,,,0,6856581,21699
"2021-03-04","TN",11501,9248,42,2253,18779,18779,970,37,,258,,0,,,6083248,,127,779449,652083,1514,0,,139528,,,751634,754465,,0,6834882,17761,,1408619,,,,0,6834882,17761
"2021-03-03","TN",11459,9215,23,2244,18742,18742,1033,63,,259,,0,,,6066316,,140,777935,651124,1598,0,,138810,,,750805,752966,,0,6817121,19646,,1397191,,,,0,6817121,19646
"2021-03-02","TN",11436,9195,15,2241,18679,18679,991,59,,256,,0,,,6047838,,133,776337,650084,644,0,,138243,,,749637,751776,,0,6797475,7505,,1382459,,,,0,6797475,7505
"2021-03-01","TN",11421,9181,10,2240,18620,18620,1009,15,,257,,0,,,6040778,,127,775693,649664,689,0,,137917,,,749192,750755,,0,6789970,9109,,1372301,,,,0,6789970,9109
"2021-02-28","TN",11411,9170,18,2241,18605,18605,1004,19,,255,,0,,,6032229,,134,775004,649166,1117,0,,137689,,,748632,749863,,0,6780861,11423,,1369842,,,,0,6780861,11423
"2021-02-27","TN",11393,9152,16,2241,18586,18586,1038,33,,251,,0,,,6021579,,124,773887,648472,1374,0,,137259,,,747859,748739,,0,6769438,15679,,1366306,,,,0,6769438,15679
"2021-02-26","TN",11377,9138,56,2239,18553,18553,1432,47,,271,,0,,,6006830,,134,772513,647629,1573,0,,136650,,,746929,746954,,0,6753759,18655,,1354818,,,,0,6753759,18655
"2021-02-25","TN",11321,9098,55,2223,18506,18506,1139,76,,286,,0,,,5989429,,137,770940,646494,1994,0,,136109,,,745675,745200,,0,6735104,25704,,1340603,,,,0,6735104,25704
"2021-02-24","TN",11266,9060,68,2206,18430,18430,1142,67,,280,,0,,,5965383,,148,768946,645002,1631,0,,135530,,,744017,743254,,0,6709400,15755,,1329787,,,,0,6709400,15755
"2021-02-23","TN",11198,9007,45,2191,18363,18363,1129,52,,285,,0,,,5950790,,158,767315,643928,1226,0,,134930,,,742855,741057,,0,6693645,12245,,1318241,,,,0,6693645,12245
"2021-02-22","TN",11153,8974,20,2179,18311,18311,1128,27,,295,,0,,,5939459,,167,766089,643282,952,0,,134246,,,741941,738731,,0,6681400,6909,,1302364,,,,0,6681400,6909
"2021-02-21","TN",11133,8956,18,2177,18284,18284,1128,17,,300,,0,,,5933237,,171,765137,642673,1129,0,,133897,,,741254,737635,,0,6674491,9062,,1299544,,,,0,6674491,9062
"2021-02-20","TN",11115,8942,51,2173,18267,18267,1123,32,,292,,0,,,5924910,,165,764008,641998,1335,0,,133433,,,740519,736300,,0,6665429,10943,,1295558,,,,0,6665429,10943
"2021-02-19","TN",11064,8898,7,2166,18235,18235,1095,60,,268,,0,,,5914969,,150,762673,641115,1372,0,,132915,,,739517,734152,,0,6654486,9534,,1285118,,,,0,6654486,9534
"2021-02-18","TN",11057,8892,72,2165,18175,18175,1250,55,,309,,0,,,5906425,,163,761301,640214,998,0,,132418,,,738527,731791,,0,6644952,10515,,1274722,,,,0,6644952,10515
"2021-02-17","TN",10985,8834,31,2151,18120,18120,1245,57,,320,,0,,,5896787,,173,760303,639607,780,0,,131976,,,737650,729629,,0,6634437,7904,,1265367,,,,0,6634437,7904
"2021-02-16","TN",10954,8810,17,2144,18063,18063,1219,36,,329,,0,,,5889487,,173,759523,639126,962,0,,131553,,,737046,726910,,0,6626533,8252,,1255785,,,,0,6626533,8252
"2021-02-15","TN",10937,8797,4,2140,18027,18027,1221,10,,332,,0,,,5881967,,180,758561,638550,1143,0,,131141,,,736314,724031,,0,6618281,11332,,1243972,,,,0,6618281,11332
"2021-02-14","TN",10933,8793,31,2140,18017,18017,1246,20,,313,,0,,,5871524,,182,757418,637753,1347,0,,130775,,,735425,722598,,0,6606949,14674,,1240889,,,,0,6606949,14674
"2021-02-13","TN",10902,8769,9,2133,17997,17997,1285,28,,331,,0,,,5857936,,181,756071,636791,1792,0,,130365,,,734339,720977,,0,6592275,20034,,1236965,,,,0,6592275,20034
"2021-02-12","TN",10893,8761,81,2132,17969,17969,1332,49,,338,,0,,,5839323,,184,754279,635535,2246,0,,129787,,,732918,718749,,0,6572241,24807,,1226193,,,,0,6572241,24807
"2021-02-11","TN",10812,8706,81,2106,17920,17920,1385,45,,362,,0,,,5816398,,199,752033,633907,1624,0,,129106,,,731036,716136,,0,6547434,24051,,1212208,,,,0,6547434,24051
"2021-02-10","TN",10731,8652,100,2079,17875,17875,1419,89,,393,,0,,,5794129,,214,750409,632860,2947,0,,128389,,,729254,714067,,0,6523383,27589,,1200650,,,,0,6523383,27589
"2021-02-09","TN",10631,8586,65,2045,17786,17786,1404,91,,409,,0,,,5768956,,220,747462,630739,1636,0,,127541,,,726838,710742,,0,6495794,8984,,1184877,,,,0,6495794,8984
"2021-02-08","TN",10566,8536,97,2030,17695,17695,1431,39,,398,,0,,,5761000,,208,745826,629838,1226,0,,126743,,,725810,707098,,0,6486810,11616,,1168830,,,,0,6486810,11616
"2021-02-07","TN",10469,8465,6,2004,17656,17656,1439,14,,405,,0,,,5750383,,211,744600,628968,2387,0,,126335,,,724811,705492,,0,6475194,27884,,960489,,,,0,6475194,27884
