"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","RI",2547,,0,,9020,9020,141,0,,25,677570,1421,,,2970088,,16,128781,,265,0,,,,,153260,,3123348,13513,3123348,13513,,,,,806351,1686,,0
"2021-03-06","RI",2547,,6,,9020,9020,141,0,,25,676149,1634,,,2956871,,16,128516,,395,0,,,,,152964,,3109835,21854,3109835,21854,,,,,804665,2029,,0
"2021-03-05","RI",2541,,2,,9020,9020,141,18,,25,674515,1387,,,2935432,,16,128121,,394,0,,,,,152549,,3087981,22869,3087981,22869,,,,,802636,1781,,0
"2021-03-04","RI",2539,,5,,9002,9002,148,20,,23,673128,1586,,,2913009,,16,127727,,442,0,,,,,152103,,3065112,23431,3065112,23431,,,,,800855,2028,,0
"2021-03-03","RI",2534,,9,,8982,8982,147,16,,23,671542,1258,,,2890061,,14,127285,,436,0,,,,,151620,,3041681,19375,3041681,19375,,,,,798827,1694,,0
"2021-03-02","RI",2525,,8,,8966,8966,157,19,,25,670284,1152,,,2871163,,17,126849,,261,0,,,,,151143,,3022306,10995,3022306,10995,,,,,797133,1413,,0
"2021-03-01","RI",2517,,3,,8947,8947,162,47,,28,669132,690,,,2860484,,18,126588,,152,0,,,,,150827,,3011311,5788,3011311,5788,,,,,795720,842,,0
"2021-02-28","RI",2514,,2,,8900,8900,168,0,,34,668442,1637,,,2854878,,19,126436,,343,0,,,,,150645,,3005523,15080,3005523,15080,,,,,794878,1980,,0
"2021-02-27","RI",2512,,10,,8900,8900,168,0,,34,666805,1226,,,2840175,,19,126093,,471,0,,,,,150268,,2990443,21802,2990443,21802,,,,,792898,1697,,0
"2021-02-26","RI",2502,,6,,8900,8900,168,25,,34,665579,1632,,,2818859,,19,125622,,437,0,,,,,149782,,2968641,21945,2968641,21945,,,,,791201,2069,,0
"2021-02-25","RI",2496,,9,,8875,8875,163,25,,34,663947,1811,,,2797434,,17,125185,,467,0,,,,,149262,,2946696,24685,2946696,24685,,,,,789132,2278,,0
"2021-02-24","RI",2487,,11,,8850,8850,168,15,,32,662136,1600,,,2773257,,16,124718,,456,0,,,,,148754,,2922011,19189,2922011,19189,,,,,786854,2056,,0
"2021-02-23","RI",2476,,10,,8835,8835,170,20,,32,660536,1470,,,2754539,,19,124262,,282,0,,,,,148283,,2902822,11383,2902822,11383,,,,,784798,1752,,0
"2021-02-22","RI",2466,,3,,8815,8815,186,-55,,27,659066,787,,,2743555,,18,123980,,159,0,,,,,147884,,2891439,6094,2891439,6094,,,,,783046,946,,0
"2021-02-21","RI",2463,,1,,8870,8870,177,0,,29,658279,1336,,,2737654,,18,123821,,273,0,,,,,147691,,2885345,10911,2885345,10911,,,,,782100,1609,,0
"2021-02-20","RI",2462,,86,,8870,8870,177,0,,29,656943,1249,,,2727083,,18,123548,,403,0,,,,,147351,,2874434,20650,2874434,20650,,,,,780491,1652,,0
"2021-02-19","RI",2376,,9,,8870,8870,177,24,,29,655694,1386,,,2706898,,18,123145,,286,0,,,,,146886,,2853784,21423,2853784,21423,,,,,778839,1672,,0
"2021-02-18","RI",2367,,15,,8846,8846,180,35,,32,654308,1508,,,2685859,,18,122859,,419,0,,,,,146502,,2832361,22035,2832361,22035,,,,,777167,1927,,0
"2021-02-17","RI",2352,,8,,8811,8811,193,25,,30,652800,1773,,,2664274,,19,122440,,368,0,,,,,146052,,2810326,19330,2810326,19330,,,,,775240,2141,,0
"2021-02-16","RI",2344,,10,,8786,8786,197,32,,36,651027,1107,,,2645396,,20,122072,,285,0,,,,,145600,,2790996,10557,2790996,10557,,,,,773099,1392,,0
"2021-02-15","RI",2334,,2,,8754,8754,181,65,,35,649920,780,,,2635191,,16,121787,,203,0,,,,,145248,,2780439,5975,2780439,5975,,,,,771707,983,,0
"2021-02-14","RI",2332,,3,,8689,8689,222,0,,39,649140,1525,,,2629454,,20,121584,,320,0,,,,,145010,,2774464,14090,2774464,14090,,,,,770724,1845,,0
"2021-02-13","RI",2329,,39,,8689,8689,222,0,,39,647615,1448,,,2615737,,20,121264,,443,0,,,,,144637,,2760374,23401,2760374,23401,,,,,768879,1891,,0
"2021-02-12","RI",2290,,16,,8689,8689,222,32,,39,646167,1860,,,2592791,,20,120821,,440,0,,,,,144182,,2736973,22782,2736973,22782,,,,,766988,2300,,0
"2021-02-11","RI",2274,,15,,8657,8657,238,42,,45,644307,1795,,,2570517,,22,120381,,488,0,,,,,143674,,2714191,23169,2714191,23169,,,,,764688,2283,,0
"2021-02-10","RI",2259,,11,,8615,8615,238,28,,42,642512,1384,,,2547911,,22,119893,,459,0,,,,,143111,,2691022,17674,2691022,17674,,,,,762405,1843,,0
"2021-02-09","RI",2248,,12,,8587,8587,242,38,,44,641128,-33962,,,2530755,,20,119434,,330,0,,,,,142593,,2673348,5498,2673348,5498,,,,,760562,-33632,,0
"2021-02-08","RI",2236,,8,,8549,8549,241,81,,42,675090,3437,,,2525531,,20,119104,,211,0,,,,,142319,,2667850,5088,2667850,5088,,,,,794194,3648,,0
"2021-02-07","RI",2228,,5,,8468,8468,288,0,,41,671653,11005,,,2520674,,20,118893,,372,0,,,,,142088,,2662762,17710,2662762,17710,,,,,790546,11377,,0
"2021-02-06","RI",2223,,11,,8468,8468,288,0,,41,660648,25801,,,2503381,,20,118521,,630,0,,,,,141671,,2645052,33795,2645052,33795,,,,,779169,26431,,0
"2021-02-05","RI",2212,,3,,8468,8468,288,56,,41,634847,1897,,,2470800,,20,117891,,600,0,,,,,140457,,2611257,22174,2611257,22174,,,,,752738,2497,,0
"2021-02-04","RI",2209,,11,,8412,8412,290,43,,43,632950,1850,,,2449320,,23,117291,,587,0,,,,,139763,,2589083,20760,2589083,20760,,,,,750241,2437,,0
"2021-02-03","RI",2198,,12,,8369,8369,298,38,,42,631100,1646,,,2429232,,23,116704,,513,0,,,,,139091,,2568323,14579,2568323,14579,,,,,747804,2159,,0
"2021-02-02","RI",2186,,13,,8331,8331,307,35,,41,629454,660,,,2415208,,25,116191,,235,0,,,,,138536,,2553744,8240,2553744,8240,,,,,745645,895,,0
"2021-02-01","RI",2173,,5,,8296,8296,316,117,,47,628794,975,,,2407225,,29,115956,,249,0,,,,,138279,,2545504,6710,2545504,6710,,,,,744750,1224,,0
"2021-01-31","RI",2168,,4,,8179,8179,324,0,,50,627819,2295,,,2400811,,31,115707,,569,0,,,,,137983,,2538794,16768,2538794,16768,,,,,743526,2864,,0
"2021-01-30","RI",2164,,10,,8179,8179,324,0,,50,625524,2072,,,2384732,,31,115138,,700,0,,,,,137294,,2522026,24755,2522026,24755,,,,,740662,2772,,0
"2021-01-29","RI",2154,,10,,8179,8179,324,48,,50,623452,2893,,,2360768,,31,114438,,684,0,,,,,136503,,2497271,23241,2497271,23241,,,,,737890,3577,,0
"2021-01-28","RI",2144,,9,,8131,8131,335,33,,47,620559,2939,,,2338306,,31,113754,,745,0,,,,,135724,,2474030,22883,2474030,22883,,,,,734313,3684,,0
"2021-01-27","RI",2135,,9,,8098,8098,334,35,,50,617620,2953,,,2316295,,35,113009,,613,0,,,,,134852,,2451147,19224,2451147,19224,,,,,730629,3566,,0
"2021-01-26","RI",2126,,16,,8063,8063,346,57,,51,614667,2054,,,2297784,,35,112396,,642,0,,,,,134139,,2431923,13904,2431923,13904,,,,,727063,2696,,0
"2021-01-25","RI",2110,,9,,8006,8006,347,162,,50,612613,1164,,,2284592,,33,111754,,301,0,,,,,133427,,2418019,7994,2418019,7994,,,,,724367,1465,,0
"2021-01-24","RI",2101,,4,,7844,7844,352,0,,43,611449,3108,,,2276968,,31,111453,,742,0,,,,,133057,,2410025,19787,2410025,19787,,,,,722902,3850,,0
"2021-01-23","RI",2097,,14,,7844,7844,352,0,,43,608341,2638,,,2258082,,31,110711,,976,0,,,,,132156,,2390238,27107,2390238,27107,,,,,719052,3614,,0
"2021-01-22","RI",2083,,7,,7844,7844,352,57,,43,605703,3266,,,2232104,,31,109735,,949,0,,,,,131027,,2363131,22450,2363131,22450,,,,,715438,4215,,0
"2021-01-21","RI",2076,,18,,7787,7787,379,67,,51,602437,3115,,,2210799,,36,108786,,910,0,,,,,129882,,2340681,26772,2340681,26772,,,,,711223,4025,,0
"2021-01-20","RI",2058,,13,,7720,7720,379,70,,48,599322,2504,,,2185137,,36,107876,,810,0,,,,,128772,,2313909,15908,2313909,15908,,,,,707198,3314,,0
"2021-01-19","RI",2045,,12,,7650,7650,366,218,,50,596818,1196,,,2170139,,37,107066,,361,0,,,,,127862,,2298001,8736,2298001,8736,,,,,703884,1557,,0
"2021-01-18","RI",2033,,5,,7432,7432,384,0,,51,595622,1713,,,2161866,,35,106705,,481,0,,,,,127399,,2289265,9479,2289265,9479,,,,,702327,2194,,0
"2021-01-17","RI",2028,,9,,7432,7432,384,0,,51,593909,2846,,,2152984,,35,106224,,752,0,,,,,126802,,2279786,17237,2279786,17237,,,,,700133,3598,,0
"2021-01-16","RI",2019,,14,,7432,7432,384,0,,51,591063,2354,,,2136636,,35,105472,,1029,0,,,,,125913,,2262549,20254,2262549,20254,,,,,696535,3383,,0
"2021-01-15","RI",2005,,9,,7432,7432,384,66,,51,588709,3519,,,2117548,,35,104443,,1057,0,,,,,124747,,2242295,22490,2242295,22490,,,,,693152,4576,,0
"2021-01-14","RI",1996,,9,,7366,7366,375,56,,53,585190,3467,,,2096250,,34,103386,,901,0,,,,,123555,,2219805,20175,2219805,20175,,,,,688576,4368,,0
"2021-01-13","RI",1987,,17,,7310,7310,402,69,,49,581723,3226,,,2077108,,35,102485,,1092,0,,,,,122522,,2199630,19809,2199630,19809,,,,,684208,4318,,0
"2021-01-12","RI",1970,,23,,7241,7241,402,50,,53,578497,2695,,,2058594,,34,101393,,786,0,,,,,121227,,2179821,13001,2179821,13001,,,,,679890,3481,,0
"2021-01-11","RI",1947,,7,,7191,7191,399,164,,47,575802,1975,,,2046460,,33,100607,,568,0,,,,,120360,,2166820,8328,2166820,8328,,,,,676409,2543,,0
"2021-01-10","RI",1940,,10,,7027,7027,390,0,,55,573827,3398,,,2038804,,39,100039,,1038,0,,,,,119688,,2158492,18188,2158492,18188,,,,,673866,4436,,0
"2021-01-09","RI",1930,,14,,7027,7027,390,0,,55,570429,2773,,,2021859,,39,99001,,1387,0,,,,,118445,,2140304,24337,2140304,24337,,,,,669430,4160,,0
"2021-01-08","RI",1916,,6,,7027,7027,390,71,,55,567656,2557,,,1999083,,39,97614,,1023,0,,,,,116884,,2115967,16222,2115967,16222,,,,,665270,3580,,0
"2021-01-07","RI",1910,,20,,6956,6956,397,51,,59,565099,2465,,,1984030,,40,96591,,1128,0,,,,,115715,,2099745,19820,2099745,19820,,,,,661690,3593,,0
"2021-01-06","RI",1890,,20,,6905,6905,405,68,,59,562634,2945,,,1965528,,40,95463,,1611,0,,,,,114397,,2079925,20481,2079925,20481,,,,,658097,4556,,0
"2021-01-05","RI",1870,,15,,6837,6837,409,50,,56,559689,2411,,,1946881,,40,93852,,1144,0,,,,,112563,,2059444,13069,2059444,13069,,,,,653541,3555,,0
"2021-01-04","RI",1855,,12,,6787,6787,415,281,,53,557278,2111,,,1935122,,40,92708,,633,0,,,,,111253,,2046375,8691,2046375,8691,,,,,649986,2744,,0
"2021-01-03","RI",1843,,10,,6506,6506,426,0,,61,555167,2178,,,1927161,,47,92075,,888,0,,,,,110523,,2037684,10629,2037684,10629,,,,,647242,3066,,0
"2021-01-02","RI",1833,,10,,6506,6506,426,0,,61,552989,1961,,,1917525,,47,91187,,783,0,,,,,109530,,2027055,11599,2027055,11599,,,,,644176,2744,,0
"2021-01-01","RI",1823,,14,,6506,6506,426,0,,61,551028,2904,,,1906838,,47,90404,,863,0,,,,,108618,,2015456,14674,2015456,14674,,,,,641432,3767,,0
"2020-12-31","RI",1809,,32,,6506,6506,426,0,,61,548124,2460,,,1893147,,47,89541,,1592,0,,,,,107635,,2000782,26284,2000782,26284,,,,,637665,4052,,0
"2020-12-30","RI",1777,,17,,6506,6506,426,53,,61,545664,1581,,,1868837,,47,87949,,1160,0,,,,,105661,,1974498,13252,1974498,13252,,,,,633613,2741,,0
"2020-12-29","RI",1760,,18,,6453,6453,423,50,,55,544083,2423,,,1856741,,46,86789,,1187,0,,,,,104505,,1961246,13139,1961246,13139,,,,,630872,3610,,0
"2020-12-28","RI",1742,,3,,6403,6403,412,272,,54,541660,1935,,,1844956,,47,85602,,661,0,,,,,103151,,1948107,8118,1948107,8118,,,,,627262,2596,,0
"2020-12-27","RI",1739,,7,,6131,6131,442,0,,49,539725,1916,,,1837603,,35,84941,,733,0,,,,,102386,,1939989,10188,1939989,10188,,,,,624666,2649,,0
"2020-12-26","RI",1732,,10,,6131,6131,442,0,,49,537809,604,,,1828284,,35,84208,,226,0,,,,,101517,,1929801,3504,1929801,3504,,,,,622017,830,,0
"2020-12-25","RI",1722,,7,,6131,6131,442,0,,49,537205,3410,,,1825064,,35,83982,,870,0,,,,,101233,,1926297,17783,1926297,17783,,,,,621187,4280,,0
"2020-12-24","RI",1715,,11,,6131,6131,442,0,,49,533795,2022,,,1808334,,35,83112,,1046,0,,,,,100180,,1908514,21057,1908514,21057,,,,,616907,3068,,0
"2020-12-23","RI",1704,,26,,6131,6131,442,72,,49,531773,3032,,,1788394,,35,82066,,879,0,,,,,99063,,1887457,18029,1887457,18029,,,,,613839,3911,,0
"2020-12-22","RI",1678,,8,,6059,6059,440,73,,54,528741,3000,,,1771469,,38,81187,,956,0,,,,,97959,,1869428,12711,1869428,12711,,,,,609928,3956,,0
"2020-12-21","RI",1670,,11,,5986,5986,429,164,,57,525741,1649,,,1759840,,36,80231,,419,0,,,,,96877,,1856717,7193,1856717,7193,,,,,605972,2068,,0
"2020-12-20","RI",1659,,15,,5822,5822,459,0,,56,524092,3109,,,1753175,,29,79812,,1029,0,,,,,96349,,1849524,17614,1849524,17614,,,,,603904,4138,,0
"2020-12-19","RI",1644,,19,,5822,5822,459,0,,56,520983,1172,,,1736868,,29,78783,,971,0,,,,,95042,,1831910,14550,1831910,14550,,,,,599766,2143,,0
"2020-12-18","RI",1625,,23,,5822,5822,459,56,,56,519811,1157,,,1723464,,29,77812,,522,0,,,,,93896,,1817360,11156,1817360,11156,,,,,597623,1679,,0
"2020-12-17","RI",1602,,12,,5766,5766,479,66,,59,518654,3165,,,1712915,,29,77290,,1081,0,,,,,93289,,1806204,19541,1806204,19541,,,,,595944,4246,,0
"2020-12-16","RI",1590,,20,,5700,5700,469,84,,62,515489,2337,,,1694627,,30,76209,,972,0,,,,,92036,,1786663,15229,1786663,15229,,,,,591698,3309,,0
"2020-12-15","RI",1570,,15,,5616,5616,455,82,,53,513152,2856,,,1680555,,29,75237,,1166,0,,,,,90879,,1771434,12476,1771434,12476,,,,,588389,4022,,0
"2020-12-14","RI",1555,,17,,5534,5534,433,0,,47,510296,1973,,,1669380,,31,74071,,552,0,,,,,89578,,1758958,7648,1758958,7648,,,,,584367,2525,,0
"2020-12-13","RI",1538,,12,,5534,5534,433,48,,47,508323,3115,,,1662402,,31,73519,,870,0,,,,,88908,,1751310,14114,1751310,14114,,,,,581842,3985,,0
"2020-12-12","RI",1526,,17,,5486,5486,440,198,,55,505208,2337,,,1649379,,32,72649,,1831,0,,,,,87817,,1737196,19629,1737196,19629,,,,,577857,4168,,0
"2020-12-11","RI",1509,,11,,5288,5288,466,0,,48,502871,3914,,,1631487,,25,70818,,1571,0,,,,,86080,,1717567,22765,1717567,22765,,,,,573689,5485,,0
"2020-12-10","RI",1498,,14,,5288,5288,466,72,,48,498957,1227,,,1610610,,25,69247,,948,0,,,,,84192,,1694802,13473,1694802,13473,,,,,568204,2175,,0
"2020-12-09","RI",1484,,14,,5216,5216,461,83,,42,497730,3911,,,1598165,,24,68299,,1232,0,,,,,83164,,1681329,18041,1681329,18041,,,,,566029,5143,,0
"2020-12-08","RI",1470,,22,,5133,5133,444,94,,43,493819,2677,,,1581776,,25,67067,,1249,0,,,,,81512,,1663288,11667,1663288,11667,,,,,560886,3926,,0
"2020-12-07","RI",1448,,11,,5039,5039,422,0,,45,491142,2169,,,1571493,,30,65818,,844,0,,,,,80128,,1651621,7856,1651621,7856,,,,,556960,3013,,0
"2020-12-06","RI",1437,,8,,5039,5039,422,55,,45,488973,2913,,,1564614,,30,64974,,1030,0,,,,,79151,,1643765,13774,1643765,13774,,,,,553947,3943,,0
"2020-12-05","RI",1429,,16,,4984,4984,410,141,,42,486060,3138,,,1552033,,30,63944,,1807,0,,,,,77958,,1629991,21143,1629991,21143,,,,,550004,4945,,0
