"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"WY",20210307,281,2250,425,28117,1726,134,,4134,32933,4134,21292,54764,51,6,2,58,613,11,58,,1,8,606,682,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210303,281,2234,424,28022,1710,134,,4119,32805,4119,21278,54616,51,6,2,58,613,11,58,,1,8,606,682,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210228,279,2227,423,27870,1700,133,,4111,32632,4111,21222,54394,51,6,2,57,603,11,57,,1,8,595,671,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210224,277,2220,417,27671,1655,132,,4095,32372,4095,21072,53988,51,6,2,57,603,11,57,,1,8,595,671,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210221,274,2202,417,27553,1651,132,,4085,32229,4085,21012,53795,50,6,2,57,594,11,57,,1,8,588,662,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210217,274,2189,414,27411,1589,132,,4073,32009,4073,20876,53450,50,6,2,56,595,11,56,,1,8,587,662,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210214,272,2177,411,27245,1563,132,,4062,31800,4062,20769,53136,50,6,2,56,580,11,56,,1,8,572,647,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210210,268,2148,408,27084,1534,134,,4056,31576,4056,20726,52874,50,6,2,56,580,11,56,,1,8,572,647,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210207,269,2129,406,26921,1527,130,,4042,31382,4042,20667,52627,50,6,2,54,560,10,54,,1,8,550,624,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210203,264,2117,405,26697,1495,129,,4019,31107,4019,20593,52288,50,6,2,54,560,10,54,,1,8,550,624,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210131,259,2100,397,26384,1464,129,,3984,30733,3984,20587,51912,50,5,2,48,517,31,48,,1,7,499,596,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210127,257,2078,393,26045,1427,129,,3942,30329,3942,20441,51368,50,5,2,48,517,31,48,,1,7,499,596,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210124,249,2055,387,25659,1425,127,,3900,29902,3900,20382,50898,47,5,2,46,494,31,46,,1,6,479,571,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210120,244,2031,379,25285,1383,127,,3843,29449,3843,20058,50124,45,5,2,44,475,31,44,,1,6,460,550,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210117,241,2003,369,24774,1368,127,,3764,28882,3764,19849,49363,44,5,2,41,451,30,41,,1,4,436,522,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210113,236,1988,364,24320,1323,126,,3694,28357,3694,19300,48289,44,5,2,41,451,30,41,,1,4,436,522,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210110,234,1959,361,23733,1279,123,,3608,27689,3608,18517,46832,43,5,2,34,426,29,34,,1,4,404,489,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210106,223,1935,1260,23209,1260,118,,3551,27098,3551,18171,45890,41,4,2,33,402,29,33,,1,4,382,464,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20210103,219,1909,347,22612,1239,116,,3477,26442,3477,17810,44875,40,4,1,31,378,29,31,,1,4,359,438,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20201230,216,1894,343,22274,1222,114,,3423,26063,3423,17445,44133,37,4,1,26,351,28,26,,1,4,330,405,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20201227,214,1863,336,21785,1205,114,,3361,25517,3361,17062,43200,34,4,1,23,322,28,23,,1,4,301,373,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20201223,215,1853,333,21499,1186,114,,3319,25200,3319,16841,42664,34,4,1,23,322,28,23,,1,4,301,373,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20201220,213,1825,325,21064,1164,112,,3250,24703,3250,13709,41662,34,4,1,20,303,28,20,,1,3,279,351,,,,,,,,,,,,,,,,,,,,,,,,
"WY",20201216,209,1795,319,20577,1126,109,,3173,24135,3173,13002,40310,34,4,1,19,283,26,19,,1,3,259,328,,,,,,,,,,,,,,,,,,,,,,,,
