"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","ND",1478,,0,,3880,3880,23,2,567,3,305912,-109,,,,,,100391,94928,34,0,,,,,,98326,1425146,679,1425146,679,,156698,,,406303,-75,1536487,881
"2021-03-06","ND",1478,,0,,3878,3878,21,3,567,3,306021,111,,,,,,100357,94906,79,0,,,,,,98240,1424467,1930,1424467,1930,,156289,,,406378,190,1535606,2599
"2021-03-05","ND",1478,,0,,3875,3875,22,0,567,3,305910,312,,,,,,100278,94866,94,0,,,,,,98164,1422537,2917,1422537,2917,,154678,,,406188,406,1533007,4170
"2021-03-04","ND",1478,,0,,3875,3875,22,4,567,3,305598,94,,,,,,100184,94807,117,0,,,,,,98071,1419620,3575,1419620,3575,,152080,,,405782,211,1528837,4808
"2021-03-03","ND",1478,,1,,3871,3871,20,-3,567,3,305504,74,,,,,,100067,94735,110,0,,,,,,98014,1416045,2904,1416045,2904,,149645,,,405571,184,1524029,4369
"2021-03-02","ND",1477,,2,,3874,3874,24,3,566,3,305430,411,,,,,,99957,94684,105,0,,,,,,97934,1413141,2314,1413141,2314,,147350,,,405387,516,1519660,2977
"2021-03-01","ND",1475,,3,,3871,3871,25,4,565,3,305019,68,,,,,,99852,94623,43,0,,,,,,97836,1410827,1212,1410827,1212,,144401,,,404871,111,1516683,1648
"2021-02-28","ND",1472,,0,,3867,3867,21,1,565,3,304951,141,,,,,,99809,94590,29,0,,,,,,97759,1409615,529,1409615,529,,144077,,,404760,170,1515035,690
"2021-02-27","ND",1472,,0,,3866,3866,21,2,565,3,304810,463,,,,,,99780,94576,69,0,,,,,,97678,1409086,1967,1409086,1967,,143485,,,404590,532,1514345,2611
"2021-02-26","ND",1472,,1,,3864,3864,21,1,563,2,304347,437,,,,,,99711,94530,90,0,,,,,,97562,1407119,4039,1407119,4039,,141097,,,404058,527,1511734,5739
"2021-02-25","ND",1471,,1,,3863,3863,25,3,563,4,303910,328,,,,,,99621,94459,90,0,,,,,,97474,1403080,3738,1403080,3738,,138677,,,403531,418,1505995,5157
"2021-02-24","ND",1470,,2,,3860,3860,28,1,563,5,303582,315,,,,,,99531,94394,115,0,,,,,,97389,1399342,3513,1399342,3513,,136833,,,403113,430,1500838,5000
"2021-02-23","ND",1468,,0,,3859,3859,31,-1,562,5,303267,295,,,,,,99416,94322,104,0,,,,,,97286,1395829,924,1395829,924,,134424,,,402683,399,1495838,1112
"2021-02-22","ND",1468,,3,,3860,3860,38,3,562,7,302972,87,,,,,,99312,94273,35,0,,,,,,97164,1394905,1445,1394905,1445,,131757,,,402284,122,1494726,1838
"2021-02-21","ND",1465,,0,,3857,3857,40,1,562,8,302885,198,,,,,,99277,94232,49,0,,,,,,97114,1393460,912,1393460,912,,131404,,,402162,247,1492888,1133
"2021-02-20","ND",1465,,0,,3856,3856,39,9,562,8,302687,714,,,,,,99228,94189,75,0,,,,,,97002,1392548,5295,1392548,5295,,130442,,,401915,414,1491755,7546
"2021-02-19","ND",1465,,0,,3847,3847,36,2,561,11,301973,0,,,,,,99153,94150,119,0,,,,,,96864,1387253,0,1387253,0,,125668,,,401501,494,1484209,0
"2021-02-18","ND",1465,,4,,3845,3845,31,-5,561,7,301973,410,,,,,,99034,94069,133,0,,,,,,96763,1387253,3104,1387253,3104,,125668,,,401007,543,1484209,4002
"2021-02-17","ND",1461,,0,,3850,3850,43,5,560,7,301563,472,,,,,,98901,93965,120,0,,,,,,96673,1384149,2979,1384149,2979,,123131,,,400464,592,1480207,4003
"2021-02-16","ND",1461,,0,,3845,3845,46,8,559,8,301091,-451,,,,,,98781,93925,138,0,,,,,,96564,1381170,1828,1381170,1828,,120082,,,399872,483,1476204,2327
"2021-02-15","ND",1461,,0,,3837,3837,42,6,557,6,301542,0,,,,,,98643,93832,46,0,,,,,,96445,1379342,1051,1379342,1051,,118254,,,399389,59,1473877,1357
"2021-02-14","ND",1461,,0,,3831,3831,38,3,557,6,301542,0,,,,,,98597,93789,46,0,,,,,,96404,1378291,926,1378291,926,,117898,,,399330,144,1472520,1242
"2021-02-13","ND",1461,,0,,3828,3828,36,1,557,6,301542,0,,,,,,98551,93764,85,0,,,,,,96305,1377365,1152,1377365,1152,,117414,,,399186,-822,1471278,1640
"2021-02-12","ND",1461,,1,,3827,3827,39,0,556,5,301542,464,,,,,,98466,93723,113,0,,,,,,96234,1376213,3625,1376213,3625,,116566,,,400008,577,1469638,4775
"2021-02-11","ND",1460,,1,,3827,3827,39,7,556,5,301078,518,,,,,,98353,93632,139,0,,,,,,96127,1372588,4697,1372588,4697,,114136,,,399431,657,1464863,6274
"2021-02-10","ND",1459,,2,,3820,3820,34,6,556,6,300560,700,,,,,,98214,93516,39,0,,,,,,96026,1367891,3155,1367891,3155,,111861,,,398774,739,1458589,3971
"2021-02-09","ND",1457,,3,,3814,3814,37,3,556,7,299860,662,,,,,,98175,93548,-9,0,,,,,,96014,1364736,578,1364736,578,,108840,,,398035,653,1454618,523
"2021-02-08","ND",1454,,3,,3811,3811,40,6,557,9,299198,97,,,,,,98184,93610,29,0,,,,,,95991,1364158,1316,1364158,1316,,106097,,,397382,126,1454095,1586
"2021-02-07","ND",1451,,0,,3805,3805,39,4,557,9,299101,57,,,,,,98155,93583,49,0,,,,,,95946,1362842,919,1362842,919,,105862,,,397256,106,1452509,1130
"2021-02-06","ND",1451,,0,,3801,3801,36,4,556,8,299044,441,,,,,,98106,93547,11,0,,,,,,95834,1361923,1736,1361923,1736,,105338,,,397150,452,1451379,2339
"2021-02-05","ND",1451,,4,,3797,3797,33,0,555,7,298603,528,,,,,,98095,93583,61,0,,,,,,95777,1360187,3105,1360187,3105,,103537,,,396698,589,1449040,4091
"2021-02-04","ND",1447,,0,,3797,3797,37,3,554,8,298075,716,,,,,,98034,93546,98,0,,,,,,95691,1357082,5097,1357082,5097,,100801,,,396109,814,1444949,6159
"2021-02-03","ND",1447,,0,,3794,3794,42,5,554,8,297359,527,,,,,,97936,93468,138,0,,,,,,95601,1351985,3781,1351985,3781,,98674,,,395295,665,1438790,4878
"2021-02-02","ND",1447,,0,,3789,3789,45,7,553,7,296832,345,,,,,,97798,93381,115,0,,,,,,95491,1348204,1650,1348204,1650,,96270,,,394630,460,1433912,1979
"2021-02-01","ND",1447,,5,,3782,3782,47,2,553,8,296487,31,,,,,,97683,93323,53,0,,,,,,95308,1346554,555,1346554,555,,93194,,,394170,84,1431933,687
"2021-01-31","ND",1442,,0,,3780,3780,50,2,553,8,296456,226,,,,,,97630,93293,68,0,,,,,,95227,1345999,1600,1345999,1600,,92905,,,394086,294,1431246,1880
"2021-01-30","ND",1442,,0,,3778,3778,48,3,553,8,296230,363,,,,,,97562,93245,104,0,,,,,,95108,1344399,2798,1344399,2798,,92276,,,393792,467,1429366,3439
"2021-01-29","ND",1442,,0,,3775,3775,51,9,552,9,295867,557,,,,,,97458,93182,153,0,,,,,,94966,1341601,4326,1341601,4326,,90682,,,393325,710,1425927,5384
"2021-01-28","ND",1442,,1,,3766,3766,49,9,551,9,295310,469,,,,,,97305,93074,145,0,,,,,,94837,1337275,4246,1337275,4246,,88609,,,392615,614,1420543,4937
"2021-01-27","ND",1441,,1,,3757,3757,49,5,551,10,294841,556,,,,,,97160,92967,154,0,,,,,,94728,1333029,4629,1333029,4629,,86970,,,392001,710,1415606,5552
"2021-01-26","ND",1440,,4,,3752,3752,48,7,549,8,294285,396,,,,,,97006,92865,132,0,,,,,,94584,1328400,1173,1328400,1173,,85176,,,391291,528,1410054,1380
"2021-01-25","ND",1436,,8,,3745,3745,50,4,547,7,293889,81,,,,,,96874,92799,57,0,,,,,,94381,1327227,1336,1327227,1336,,82941,,,390763,138,1408674,1627
"2021-01-24","ND",1428,,0,,3741,3741,49,2,547,7,293808,340,,,,,,96817,92750,97,0,,,,,,94309,1325891,1893,1325891,1893,,82510,,,390625,437,1407047,2198
"2021-01-23","ND",1428,,0,,3739,3739,50,3,546,6,293468,338,,,,,,96720,92676,153,0,,,,,,94148,1323998,4097,1323998,4097,,81663,,,390188,491,1404849,5040
"2021-01-22","ND",1428,,6,,3736,3736,53,4,546,8,293130,206,,,,,,96567,92555,197,0,,,,,,93980,1319901,4124,1319901,4124,,79723,,,389697,403,1399809,4899
"2021-01-21","ND",1422,,13,,3732,3732,54,9,546,7,292924,280,,,,,,96370,92396,148,0,,,,,,93801,1315777,4640,1315777,4640,,77242,,,389294,428,1394910,5414
"2021-01-20","ND",1409,,1,,3723,3723,55,4,545,7,292644,210,,,,,,96222,92275,151,0,,,,,,93658,1311137,3175,1311137,3175,,75235,,,388866,361,1389496,3977
"2021-01-19","ND",1408,,13,,3719,3719,88,9,539,9,292434,269,,,,,,96071,92192,137,0,,,,,,93451,1307962,1242,1307962,1242,,72918,,,388505,406,1385519,1391
"2021-01-18","ND",1395,,0,,3710,3710,91,6,539,9,292165,189,,,,,,95934,92104,70,0,,,,,,93173,1306720,1432,1306720,1432,,70554,,,388099,259,1384128,1672
"2021-01-17","ND",1395,,0,,3704,3704,85,0,539,9,291976,395,,,,,,95864,92058,150,0,,,,,,93020,1305288,3861,1305288,3861,,70054,,,387840,545,1382456,4413
"2021-01-16","ND",1395,,0,,3704,3704,95,5,539,10,291581,361,,,,,,95714,91924,115,0,,,,,,92820,1301427,2686,1301427,2686,,69703,,,387295,476,1378043,3098
"2021-01-15","ND",1395,,23,,3699,3699,88,10,539,10,291220,467,,,,,,95599,91837,221,0,,,,,,92551,1298741,4640,1298741,4640,,67850,,,386819,688,1374945,5442
"2021-01-14","ND",1372,,8,,3689,3689,78,6,539,10,290753,869,,,,,,95378,91651,243,0,,,,,,92249,1294101,6580,1294101,6580,,66154,,,386131,1112,1369503,7508
"2021-01-13","ND",1364,,1,,3683,3683,72,16,539,10,289884,573,,,,,,95135,91463,167,0,,,,,,92029,1287521,4722,1287521,4722,,63434,,,385019,740,1361995,5373
