"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-03-07","OH",17656,14752,0,2594,50881,50881,820,33,7207,260,,0,,,,,171,978471,836358,735,0,,86990,,,864925,925655,,0,10257157,29289,,1798150,,,,0,10257157,29289
"2021-03-06","OH",17656,14752,0,2594,50848,50848,922,66,7205,273,,0,,,,,188,977736,835856,1506,0,,86651,,,863985,923986,,0,10227868,40190,,1787169,,,,0,10227868,40190
"2021-03-05","OH",17656,14752,467,2594,50782,50782,919,87,7184,266,,0,,,,,185,976230,834857,1750,0,,85756,,,861702,921707,,0,10187678,43131,,1751798,,,,0,10187678,43131
"2021-03-04","OH",17189,14752,0,2594,50695,50695,1009,82,7181,270,,0,,,,,196,974480,833772,1875,0,,85756,,,861702,919296,,0,10144547,43325,,1751798,,,,0,10144547,43325
"2021-03-03","OH",17189,14752,0,2594,50613,50613,1081,110,7174,279,,0,,,,,195,972605,832502,2022,0,,85336,,,860507,916592,,0,10101222,16741,,1734699,,,,0,10101222,16741
"2021-03-02","OH",17189,14752,-157,2594,50503,50503,1131,121,7160,295,,0,,,,,207,970583,831329,1736,0,,84953,,,859698,914893,,0,10084481,27879,,1711925,,,,0,10084481,27879
"2021-03-01","OH",17346,14752,49,2594,50382,50382,1181,103,7148,295,,0,,,,,224,968847,830282,1425,0,,84593,,,858743,911474,,0,10056602,26079,,1700473,,,,0,10056602,26079
"2021-02-28","OH",17297,14709,60,2588,50279,50279,1149,82,7134,316,,0,,,,,203,967422,829430,1268,0,,84337,,,857692,909524,,0,10030523,36196,,1696378,,,,0,10030523,36196
"2021-02-27","OH",17237,14660,54,2577,50197,50197,1204,79,7130,313,,0,,,,,201,966154,828470,1774,0,,83949,,,856671,907410,,0,9994327,54040,,1686131,,,,0,9994327,54040
"2021-02-26","OH",17183,14621,58,2562,50118,50118,1235,167,7119,308,,0,,,,,214,964380,826149,1976,0,,83532,,,855124,904270,,0,9940287,45771,,1660958,,,,0,9940287,45771
"2021-02-25","OH",17125,14573,80,2552,49951,49951,1262,163,7104,338,,0,,,,,215,962404,826149,2409,0,,82707,,,852166,901025,,0,9894516,44938,,1629432,,,,0,9894516,44938
"2021-02-24","OH",17045,14500,77,2545,49788,49788,1338,137,7083,356,,0,,,,,236,959995,824401,1842,0,,82707,,,852166,897425,,0,9849578,18715,,1629432,,,,0,9849578,18715
"2021-02-23","OH",16968,14430,94,2538,49651,49651,1359,159,7073,366,,0,,,,,242,958153,823091,2775,0,,81828,,,849930,894113,,0,9830863,25465,,1596616,,,,0,9830863,25465
"2021-02-22","OH",16874,14351,58,2523,49492,49492,1374,120,7044,367,,0,,,,,250,955378,821016,1611,0,,81828,,,849930,889959,,0,9805398,23504,,1596616,,,,0,9805398,23504
"2021-02-21","OH",16816,14301,67,2515,49372,49372,1434,55,7028,382,,0,,,,,231,953767,820039,1461,0,,81263,,,848717,887612,,0,9781894,31139,,1589581,,,,0,9781894,31139
"2021-02-20","OH",16749,14248,56,2501,49317,49317,1454,104,7023,386,,0,,,,,239,952306,818994,2611,0,,81153,,,847186,884877,,0,9750755,27257,,1580160,,,,0,9750755,27257
"2021-02-19","OH",16693,14204,82,2489,49213,49213,1493,152,7014,395,,0,,,,,270,949695,817493,2306,0,,80691,,,845852,880613,,0,9723498,32069,,1557261,,,,0,9723498,32069
"2021-02-18","OH",16611,14132,98,2479,49061,49061,1516,173,7002,422,,0,,,,,283,947389,816057,2282,0,,80172,,,844425,876697,,0,9691429,19841,,1543198,,,,0,9691429,19841
"2021-02-17","OH",16513,14046,60,2467,48888,48888,1539,149,6974,447,,0,,,,,299,945107,814532,1816,0,,79767,,,843317,872282,,0,9671588,16874,,1529612,,,,0,9671588,16874
"2021-02-16","OH",16453,14000,59,2453,48739,48739,1566,104,6949,466,,0,,,,,303,943291,813465,2026,0,,79267,,,842377,867627,,0,9654714,35453,,1509229,,,,0,9654714,35453
"2021-02-15","OH",16394,13945,48,2449,48635,48635,1633,79,6939,474,,0,,,,,306,941265,812300,1915,0,,78792,,,841077,862328,,0,9619261,31786,,1498164,,,,0,9619261,31786
"2021-02-14","OH",16346,13904,6,2442,48556,48556,1657,64,6933,452,,0,,,,,285,939350,810922,1809,0,,78452,,,839477,859221,,0,9587475,27695,,1493863,,,,0,9587475,27695
"2021-02-13","OH",16340,13898,1204,2442,48492,48492,1703,81,6925,462,,0,,,,,282,937541,809589,2799,0,,77974,,,837622,855734,,0,9559780,35120,,1483582,,,,0,9559780,35120
"2021-02-12","OH",15136,13005,2559,2131,48411,48411,1799,142,6917,482,,0,,,,,307,934742,807727,3305,0,,77496,,,835896,851653,,0,9524660,55022,,1461906,,,,0,9524660,55022
"2021-02-11","OH",12577,11104,721,1473,48269,48269,1862,189,6908,479,,0,,,,,321,931437,805971,2806,0,,76473,,,831251,848058,,0,9469638,42875,,1431133,,,,0,9469638,42875
"2021-02-10","OH",11856,10522,63,1334,48080,48080,1922,227,6889,508,,0,,,,,330,928631,803885,3281,0,,76473,,,831251,841193,,0,9426763,19617,,1431133,,,,0,9426763,19617
"2021-02-09","OH",11793,10468,98,1325,47853,47853,1974,181,6869,528,,0,,,,,340,925350,801505,3207,0,,75779,,,829527,834389,,0,9407146,32741,,1409849,,,,0,9407146,32741
"2021-02-08","OH",11695,10384,36,1311,47672,47672,2012,134,6847,521,,0,,,,,351,922143,799445,1926,0,,75344,,,827649,828455,,0,9374405,26509,,1399691,,,,0,9374405,26509
"2021-02-07","OH",11659,10351,7,1308,47538,47538,1978,61,6836,530,,0,,,,,339,920217,798069,2138,0,,74971,,,826218,824080,,0,9347896,36499,,1394769,,,,0,9347896,36499
